# # Temperature	Energy	Specific Heat	Magnetization	Susceptibility
2.187375	-0.247142	0.000250	0.101379	0.001226
2.192184	-0.246462	0.000246	0.103578	0.001254
2.196994	-0.244129	0.000245	0.104455	0.001404
2.201804	-0.244357	0.000238	0.100808	0.001234
2.206613	-0.242123	0.000220	0.101465	0.001295
2.211423	-0.241678	0.000246	0.100918	0.001153
2.216232	-0.243613	0.000257	0.105788	0.001260
2.221042	-0.241348	0.000245	0.100966	0.001289
2.225852	-0.240594	0.000229	0.102395	0.001261
2.230661	-0.242341	0.000233	0.102540	0.001281
2.235471	-0.241148	0.000245	0.099930	0.001163
2.240281	-0.239168	0.000248	0.098997	0.001174
2.245090	-0.239673	0.000246	0.102446	0.001250
2.249900	-0.238189	0.000225	0.100758	0.001139
2.254709	-0.239718	0.000227	0.101132	0.001152
2.259519	-0.238161	0.000233	0.101617	0.001242
2.264329	-0.235008	0.000225	0.098104	0.001227
2.269138	-0.235015	0.000239	0.100922	0.001227
2.273948	-0.234981	0.000239	0.097964	0.001179
2.278758	-0.234434	0.000234	0.100082	0.001164
2.283567	-0.233914	0.000251	0.099636	0.001226
2.288377	-0.234272	0.000221	0.095141	0.001105
2.293186	-0.232759	0.000241	0.098673	0.001185
2.297996	-0.232487	0.000234	0.100896	0.001155
2.302806	-0.230956	0.000216	0.097757	0.001099
2.307615	-0.230077	0.000229	0.097688	0.001098
2.312425	-0.229604	0.000220	0.094644	0.001032
2.317234	-0.230898	0.000229	0.097596	0.001148
2.322044	-0.232411	0.000219	0.097466	0.001180
2.326854	-0.229577	0.000214	0.098813	0.001143
2.331663	-0.228630	0.000195	0.096674	0.001101
2.336473	-0.230085	0.000211	0.098251	0.001130
2.341283	-0.227695	0.000211	0.096656	0.001042
2.346092	-0.227391	0.000200	0.097946	0.001053
2.350902	-0.227053	0.000211	0.098935	0.001098
2.355711	-0.227834	0.000224	0.098099	0.001055
2.360521	-0.228252	0.000209	0.096801	0.001090
2.365331	-0.227782	0.000228	0.097687	0.001177
2.370140	-0.226446	0.000207	0.098142	0.001164
2.374950	-0.223694	0.000198	0.096720	0.001084
2.379760	-0.224399	0.000224	0.095786	0.001108
2.384569	-0.223003	0.000201	0.097058	0.001061
2.389379	-0.225582	0.000201	0.096666	0.001102
2.394188	-0.222836	0.000202	0.095168	0.001053
2.398998	-0.219284	0.000197	0.094178	0.001067
2.403808	-0.220848	0.000197	0.095771	0.001083
2.408617	-0.222035	0.000190	0.095431	0.000940
2.413427	-0.222071	0.000201	0.098045	0.001067
2.418236	-0.220930	0.000192	0.096182	0.001011
2.423046	-0.218103	0.000207	0.096186	0.001051
2.427856	-0.220061	0.000209	0.092860	0.001019
2.432665	-0.220536	0.000190	0.095196	0.001033
2.437475	-0.218923	0.000205	0.094517	0.001017
2.442285	-0.217743	0.000196	0.094329	0.000992
2.447094	-0.217302	0.000194	0.094237	0.001020
2.451904	-0.217468	0.000183	0.093977	0.000930
2.456713	-0.215077	0.000185	0.095527	0.000979
2.461523	-0.215080	0.000195	0.092941	0.000936
2.466333	-0.217012	0.000195	0.097251	0.001040
2.471142	-0.213770	0.000190	0.092850	0.000963
2.475952	-0.212907	0.000185	0.093800	0.000947
2.480762	-0.212725	0.000182	0.093876	0.000940
2.485571	-0.212343	0.000184	0.094245	0.000994
2.490381	-0.214390	0.000190	0.092356	0.000921
2.495190	-0.213158	0.000171	0.095478	0.000968
2.500000	-0.210241	0.000191	0.091532	0.000910
