folder_name,total_images,valid_predictions,error_count,avg_ordered_probability,avg_amorphous_probability,var_ordered_probability,var_amorphous_probability,amorphous_prediction_rate,T_BKT,L
0.75,101.0,101.0,0.0,0.99997,3e-05,0.0,0.0,1.0,0.5698576812034831,32
0.7559393939393939,101.0,101.0,0.0,0.9999650505050504,3.494949494949495e-05,0.0,0.0,1.0,0.575797075142877,32
0.7618787878787879,101.0,101.0,0.0,0.999960101010101,3.98989898989899e-05,0.0,0.0,1.0,0.5817364690822711,32
0.7678181818181818,101.0,101.0,0.0,0.9999595151515152,4.048484848484849e-05,0.0,0.0,1.0,0.587675863021665,32
0.7737575757575758,101.0,101.0,0.0,0.9999590202020202,4.097979797979798e-05,0.0,0.0,1.0,0.5936152569610589,32
0.7801717171717172,101.0,101.0,0.0,0.9999419090909092,5.80909090909091e-05,0.0,0.0,1.0,0.6000293983752003,32
0.7866060606060606,101.0,101.0,0.0,0.999924090909091,7.590909090909092e-05,0.0,0.0,1.0,0.6064637418095438,32
0.7925757575757576,101.0,101.0,0.0,0.9999095252525252,9.047474747474748e-05,0.0,0.0,1.0,0.6124334387792407,32
0.7985151515151515,101.0,101.0,0.0,0.9998951717171716,0.0001048282828282,0.0,0.0,1.0,0.6183728327186346,32
0.8044545454545455,101.0,101.0,0.0,0.9998635454545456,0.0001364545454545,0.0,0.0,1.0,0.6243122266580287,32
0.8103939393939394,101.0,101.0,0.0,0.999830383838384,0.0001696161616161,0.0,0.0,1.0,0.6302516205974226,32
0.8163333333333334,101.0,101.0,0.0,0.9998465555555556,0.0001534444444444,0.0,0.0,1.0,0.6361910145368165,32
0.8222727272727273,101.0,101.0,0.0,0.9998683333333332,0.0001316666666666,0.0,0.0,1.0,0.6421304084762104,32
0.8286464646464646,101.0,101.0,0.0,0.9994166767676768,0.0005833232323232,4.4737373737373727e-05,4.4737373737373727e-05,1.0,0.6485041458499478,32
0.8350808080808081,101.0,101.0,0.0,0.9988989595959596,0.0011010404040404,9.571717171717178e-05,9.571717171717178e-05,1.0,0.6549384892842912,32
0.8410909090909091,101.0,101.0,0.0,0.9989679696969695,0.001031606060606,6.35454545454545e-05,6.35454545454545e-05,1.0,0.6609485902943922,32
0.847030303030303,101.0,101.0,0.0,0.9991347676767676,0.0008643131313131,1.7515151515151483e-05,1.7515151515151483e-05,1.0,0.6668879842337861,32
0.8529696969696969,101.0,101.0,0.0,0.9983279191919192,0.0016714949494949,3.44343434343435e-05,3.44343434343435e-05,1.0,0.6728273781731801,32
0.858909090909091,101.0,101.0,0.0,0.9973310909090908,0.0026688181818181,6.36363636363637e-05,6.36363636363637e-05,1.0,0.6787667721125741,32
0.8648484848484849,101.0,101.0,0.0,0.997557696969697,0.002442707070707,5.364646464646461e-05,5.364646464646461e-05,1.0,0.684706166051968,32
0.8707878787878788,101.0,101.0,0.0,0.9980595757575758,0.0019413232323232,3.4838383838383814e-05,3.4838383838383814e-05,1.0,0.6906455599913619,32
0.8771212121212121,101.0,101.0,0.0,0.9937995151515152,0.0062010909090909,0.0011285151515151,0.0011285151515151,1.0,0.6969788933246952,32
0.8835555555555555,101.0,101.0,0.0,0.9883184444444444,0.0116816666666666,0.0025074444444444,0.0025074444444444,1.0,0.7034132367590387,32
0.8896060606060606,101.0,101.0,0.0,0.984883616161616,0.0151163838383838,0.0034322929292929,0.0034322929292929,1.0,0.7094637418095437,32
0.8955454545454545,101.0,101.0,0.0,0.9820411212121212,0.0179588787878787,0.0042256969696969,0.0042256969696969,1.0,0.7154031357489377,32
0.9014848484848486,101.0,101.0,0.0,0.9797932424242424,0.0202067575757575,0.0060293131313131,0.0060293131313131,0.9962996262626262,0.7213425296883317,32
0.9074242424242424,101.0,101.0,0.0,0.977738212121212,0.0222617878787878,0.0081605656565656,0.0081605656565656,0.9913991313131312,0.7272819236277255,32
0.9133636363636364,101.0,101.0,0.0,0.9690708181818182,0.0309291818181818,0.0149434545454545,0.0149434545454545,0.9828982727272728,0.7332213175671195,32
0.9193030303030304,101.0,101.0,0.0,0.9580156262626262,0.0419843737373737,0.023406101010101,0.023406101010101,0.9730972828282828,0.7391607115065135,32
0.9255959595959596,101.0,101.0,0.0,0.9548506363636364,0.0451493636363636,0.0229108686868686,0.0229108686868686,0.9737973535353536,0.7454536407994428,32
0.9320303030303032,101.0,101.0,0.0,0.9548417272727272,0.0451582727272727,0.0188324848484848,0.0188324848484848,0.9786978484848484,0.7518879842337863,32
0.938121212121212,101.0,101.0,0.0,0.928598212121212,0.0714017878787879,0.0332717373737374,0.0332717373737374,0.942794222222222,0.7579788933246951,32
0.944060606060606,101.0,101.0,0.0,0.890780606060606,0.109219393939394,0.0558805353535353,0.0558805353535353,0.8888887777777777,0.7639182872640892,32
0.95,101.0,101.0,0.0,0.877417,0.122583,0.0659266666666666,0.0659266666666666,0.8679866666666667,0.7698576812034831,32
0.955939393939394,101.0,101.0,0.0,0.8759098787878788,0.1240901212121212,0.0698818080808081,0.0698818080808081,0.8630861717171717,0.7757970751428771,32
0.961878787878788,101.0,101.0,0.0,0.8720900303030303,0.1279099696969697,0.0715597777777777,0.0715597777777777,0.8677866464646465,0.7817364690822711,32
0.9678181818181818,101.0,101.0,0.0,0.8670415454545455,0.1329584545454545,0.072028,0.072028,0.8775876363636363,0.7876758630216649,32
0.9740707070707072,101.0,101.0,0.0,0.8524300303030302,0.1475699696969697,0.0805806464646465,0.0805806464646465,0.8625861212121211,0.7939283882741903,32
0.9805050505050504,101.0,101.0,0.0,0.8322657878787878,0.1677342121212121,0.0938274747474747,0.0938274747474747,0.8331831515151514,0.8003627317085336,32
0.9866363636363636,101.0,101.0,0.0,0.7975951818181817,0.2024048181818183,0.1088467272727273,0.1088467272727273,0.7947792727272726,0.8064940448398468,32
