temperature,ordered_probability,amorphous_probability
1.252,0.000711,0.999289
1.252,4.9e-05,0.999951
1.252,0.000357,0.999643
1.252,4.3e-05,0.999957
1.252,4.8e-05,0.999952
1.252,3.8e-05,0.999962
1.252,0.003975,0.996025
1.252,0.000108,0.999892
1.252,0.000235,0.999765
1.252,0.000126,0.999874
1.252,0.000109,0.999891
1.252,5.2e-05,0.999948
1.252,0.00014,0.99986
1.252,2.1e-05,0.999979
1.252,6.7e-05,0.999933
1.252,4.9e-05,0.999951
1.252,0.000237,0.999763
1.252,4.9e-05,0.999952
1.252,3.4e-05,0.999966
1.252,0.002273,0.997727
1.252,0.000825,0.999176
1.252,6.3e-05,0.999937
1.252,4.4e-05,0.999956
1.252,0.000113,0.999887
1.252,3e-05,0.99997
1.252,1.6e-05,0.999984
1.252,4.4e-05,0.999956
1.252,0.000113,0.999887
1.252,0.005407,0.994593
1.252,9.1e-05,0.999909
1.252,5.9e-05,0.999941
1.252,8.6e-05,0.999914
1.252,5.8e-05,0.999942
1.252,9.3e-05,0.999907
1.252,0.000179,0.999821
1.252,7.5e-05,0.999925
1.252,9.3e-05,0.999907
1.252,0.002166,0.997834
1.252,0.00015,0.99985
1.252,4.8e-05,0.999952
1.252,0.000888,0.999112
1.252,1e-04,0.9999
1.252,0.000183,0.999817
1.252,0.000747,0.999253
1.252,0.000149,0.99985
1.252,8.2e-05,0.999918
1.252,4.8e-05,0.999952
1.252,0.000263,0.999737
1.264,0.000325,0.999675
1.264,4.4e-05,0.999956
1.264,0.000164,0.999836
1.264,0.000344,0.999656
1.264,0.000154,0.999846
1.264,4.7e-05,0.999953
1.264,8.3e-05,0.999917
1.264,0.000257,0.999743
1.264,7.2e-05,0.999928
1.264,5e-05,0.99995
1.264,0.003318,0.996682
1.264,0.000118,0.999882
1.264,7.9e-05,0.999921
1.264,5e-05,0.99995
1.264,0.000558,0.999442
1.264,2.4e-05,0.999976
1.264,7.6e-05,0.999923
1.264,3e-05,0.99997
1.264,0.000293,0.999707
1.264,5.2e-05,0.999948
1.264,2.2e-05,0.999978
1.264,8.9e-05,0.999911
1.264,0.001,0.999
1.264,7.8e-05,0.999922
1.264,0.000154,0.999846
1.264,0.000187,0.999813
1.264,3.5e-05,0.999965
1.264,6.6e-05,0.999934
1.264,0.003026,0.996974
1.264,0.000115,0.999885
1.264,6.4e-05,0.999936
1.264,0.00037,0.99963
1.264,8e-05,0.99992
1.264,6.2e-05,0.999938
1.264,5.4e-05,0.999946
1.264,5.6e-05,0.999944
1.264,4.8e-05,0.999952
1.264,1.9e-05,0.999981
1.264,3.1e-05,0.999968
1.264,0.000172,0.999828
1.264,3.8e-05,0.999962
1.264,3.6e-05,0.999964
1.264,0.000175,0.999825
1.264,0.000902,0.999098
1.264,0.000908,0.999092
1.264,8e-05,0.99992
1.264,6.1e-05,0.999939
1.264,6.7e-05,0.999932
1.264,4.4e-05,0.999956
1.264,7e-05,0.99993
1.264,8.1e-05,0.999919
1.264,3.5e-05,0.999965
1.264,4.5e-05,0.999955
1.264,6.5e-05,0.999935
1.264,0.000283,0.999717
1.264,0.000105,0.999895
1.264,8.7e-05,0.999913
1.264,9.8e-05,0.999902
1.264,9.8e-05,0.999902
1.264,3.8e-05,0.999962
1.264,0.000198,0.999802
1.264,0.000273,0.999727
1.264,0.000239,0.999761
1.264,4.8e-05,0.999952
1.264,9.8e-05,0.999902
1.264,5.2e-05,0.999948
1.264,4.3e-05,0.999957
1.264,2.5e-05,0.999975
1.264,8.5e-05,0.999916
1.264,3.1e-05,0.999968
1.264,0.001273,0.998727
1.264,3.2e-05,0.999968
1.264,6e-05,0.99994
1.264,9.3e-05,0.999907
1.264,3.2e-05,0.999968
1.264,7.2e-05,0.999928
1.264,5.3e-05,0.999947
1.264,2.6e-05,0.999974
1.264,4.6e-05,0.999954
1.264,0.000256,0.999744
1.264,0.000118,0.999882
1.264,3.8e-05,0.999962
1.264,5.5e-05,0.999945
1.264,0.000244,0.999756
1.264,0.000138,0.999862
1.264,7.1e-05,0.999929
1.264,7.2e-05,0.999928
1.264,0.000129,0.999871
1.264,0.000443,0.999557
1.264,1e-04,0.9999
1.264,3.3e-05,0.999967
1.264,7.4e-05,0.999926
1.264,0.000672,0.999328
1.264,2.7e-05,0.999973
1.264,0.000148,0.999852
1.264,2.4e-05,0.999976
1.264,6.1e-05,0.999939
1.264,0.000117,0.999883
1.264,2.3e-05,0.999978
1.264,0.000153,0.999847
1.264,4e-05,0.99996
1.277,4.2e-05,0.999958
1.277,4.6e-05,0.999954
1.277,6.5e-05,0.999935
1.277,0.001168,0.998832
1.277,2.5e-05,0.999975
1.277,0.00063,0.99937
1.277,6.5e-05,0.999935
1.277,4.3e-05,0.999957
1.277,3.4e-05,0.999966
1.277,0.000212,0.999788
1.277,6.2e-05,0.999938
1.277,0.000103,0.999897
1.277,6.2e-05,0.999938
1.277,0.000476,0.999524
1.277,6.3e-05,0.999937
1.277,4.7e-05,0.999953
1.277,5.9e-05,0.999941
1.277,0.001609,0.998391
1.277,6.2e-05,0.999938
1.277,7.7e-05,0.999922
1.277,3.2e-05,0.999968
1.277,0.000356,0.999644
1.277,3.3e-05,0.999967
1.277,3.1e-05,0.999969
1.277,4e-05,0.99996
1.277,3.7e-05,0.999963
1.277,0.000168,0.999832
1.277,0.001053,0.998947
1.277,6.7e-05,0.999933
1.277,0.000206,0.999794
1.277,0.000332,0.999668
1.277,3.8e-05,0.999962
1.277,3.6e-05,0.999964
1.277,0.00018,0.99982
1.277,0.000337,0.999663
1.277,0.000301,0.999699
1.277,8.4e-05,0.999916
1.277,4.1e-05,0.999959
1.277,9.9e-05,0.999901
1.277,5.9e-05,0.999941
1.277,0.000139,0.999861
1.277,3.2e-05,0.999968
1.277,7.6e-05,0.999924
1.277,5.3e-05,0.999947
1.277,6e-05,0.99994
1.277,0.000826,0.999174
1.277,8.3e-05,0.999918
1.277,7.7e-05,0.999922
1.277,5e-05,0.99995
1.277,0.00012,0.99988
1.277,0.000601,0.999399
1.277,0.002534,0.997466
1.277,4.7e-05,0.999953
1.277,4.1e-05,0.999959
1.277,4.3e-05,0.999957
1.277,7.8e-05,0.999922
1.277,6.6e-05,0.999934
1.277,0.000154,0.999846
1.277,3.2e-05,0.999968
1.277,8.5e-05,0.999915
1.277,9e-05,0.99991
1.277,0.000125,0.999875
1.277,7.3e-05,0.999927
1.277,3.9e-05,0.999961
1.277,6.6e-05,0.999934
1.277,0.000145,0.999855
1.277,5.3e-05,0.999947
1.277,0.001301,0.998699
1.277,5.3e-05,0.999947
1.277,9.1e-05,0.999909
1.277,0.00011,0.99989
1.277,5e-05,0.99995
1.277,4.8e-05,0.999952
1.277,4.4e-05,0.999956
1.277,5.5e-05,0.999945
1.277,5.1e-05,0.999949
1.277,0.000261,0.999739
1.277,0.000545,0.999455
1.277,0.000122,0.999878
1.277,3.6e-05,0.999964
1.277,0.000132,0.999868
1.277,5.6e-05,0.999944
1.277,3.1e-05,0.999969
1.277,0.000106,0.999894
1.277,0.000878,0.999122
1.277,7.3e-05,0.999927
1.277,6.3e-05,0.999937
1.277,4.8e-05,0.999952
1.277,7.8e-05,0.999922
1.277,5.2e-05,0.999948
1.277,0.000554,0.999446
1.277,4.3e-05,0.999957
1.277,4.7e-05,0.999953
1.277,4.1e-05,0.999959
1.277,0.000213,0.999787
1.277,0.000115,0.999885
1.277,6.7e-05,0.999933
1.277,0.000188,0.999812
1.277,6e-05,0.99994
1.277,0.000278,0.999722
1.277,0.002676,0.997324
1.289,6.1e-05,0.999939
1.289,0.000153,0.999847
1.289,6.8e-05,0.999932
1.289,0.000237,0.999763
1.289,0.00024,0.99976
1.289,7.4e-05,0.999926
1.289,0.000204,0.999796
1.289,0.00019,0.99981
1.289,0.000104,0.999896
1.289,3.4e-05,0.999966
1.289,0.000188,0.999812
1.289,0.000364,0.999636
1.289,6e-05,0.99994
1.289,0.003024,0.996976
1.289,5.3e-05,0.999947
1.289,0.000146,0.999854
1.289,2.9e-05,0.999971
1.289,5e-05,0.99995
1.289,0.000141,0.999858
1.289,0.000174,0.999826
1.289,9.9e-05,0.999901
1.289,2.2e-05,0.999978
1.289,5.1e-05,0.999949
1.289,1.9e-05,0.999981
1.289,0.000491,0.999509
1.289,4e-05,0.99996
1.289,6.2e-05,0.999938
1.289,4.2e-05,0.999958
1.289,4e-05,0.99996
1.289,3.6e-05,0.999964
1.289,5.8e-05,0.999942
1.289,7e-05,0.99993
1.289,5.1e-05,0.999949
1.289,0.00025,0.99975
1.289,0.00051,0.99949
1.289,0.000271,0.999729
1.289,2.8e-05,0.999972
1.289,0.000123,0.999877
1.289,0.000106,0.999894
1.289,0.003568,0.996432
1.289,2.4e-05,0.999976
1.289,0.000304,0.999696
1.289,5.1e-05,0.999948
1.289,5.1e-05,0.999949
1.289,4.1e-05,0.999959
1.289,4.7e-05,0.999953
1.289,0.000219,0.999781
1.289,0.000158,0.999842
1.289,0.000138,0.999862
1.289,2.4e-05,0.999976
1.289,4.6e-05,0.999954
1.289,8.6e-05,0.999914
1.289,0.000192,0.999808
1.289,4.3e-05,0.999957
1.289,0.000119,0.999881
1.289,0.00014,0.99986
1.289,2.3e-05,0.999977
1.289,7.9e-05,0.999921
1.289,3.5e-05,0.999966
1.289,3.3e-05,0.999967
1.289,3.4e-05,0.999966
1.289,2.9e-05,0.999971
1.289,9e-05,0.99991
1.289,3.9e-05,0.999961
1.289,0.000143,0.999857
1.289,7.8e-05,0.999922
1.289,0.000189,0.999811
1.289,6e-05,0.99994
1.289,0.000183,0.999817
1.289,0.000153,0.999847
1.289,2.5e-05,0.999975
1.289,7.9e-05,0.999921
1.289,0.000815,0.999185
1.289,0.000139,0.999861
1.289,4.9e-05,0.999951
1.289,2.6e-05,0.999974
1.289,4.4e-05,0.999956
1.289,3.3e-05,0.999967
1.289,2.4e-05,0.999976
1.289,5.3e-05,0.999947
1.289,5.9e-05,0.999941
1.289,3.6e-05,0.999964
1.289,2e-05,0.99998
1.289,4.4e-05,0.999956
1.289,4.4e-05,0.999956
1.289,5.8e-05,0.999942
1.289,9.2e-05,0.999908
1.289,5.4e-05,0.999946
1.289,8.4e-05,0.999916
1.289,0.000402,0.999598
1.289,0.000116,0.999884
1.289,5.1e-05,0.999949
1.289,6.1e-05,0.999939
1.289,3.2e-05,0.999968
1.289,0.000413,0.999588
1.289,3.1e-05,0.999969
1.289,9.6e-05,0.999904
1.289,3.5e-05,0.999965
1.289,3.8e-05,0.999962
1.289,0.000158,0.999842
1.289,6e-05,0.99994
1.301,0.00018,0.99982
1.301,1.8e-05,0.999982
1.301,2.2e-05,0.999978
1.301,2.4e-05,0.999976
1.301,0.000316,0.999684
1.301,0.000189,0.999811
1.301,0.000132,0.999868
1.301,5.5e-05,0.999945
1.301,4.1e-05,0.999959
1.301,0.000163,0.999837
1.301,9e-05,0.99991
1.301,4.4e-05,0.999956
1.301,6.7e-05,0.999933
1.301,3.5e-05,0.999965
1.301,2.5e-05,0.999975
1.301,5e-05,0.99995
1.301,5.4e-05,0.999946
1.301,5.4e-05,0.999946
1.301,3.1e-05,0.999969
1.301,5.7e-05,0.999943
1.301,9e-05,0.99991
1.301,0.000107,0.999893
1.301,9.6e-05,0.999904
1.301,0.000313,0.999687
1.301,5.6e-05,0.999944
1.301,3e-05,0.99997
1.301,3.2e-05,0.999968
1.301,4.5e-05,0.999955
1.301,0.00011,0.99989
1.301,3.5e-05,0.999965
1.301,0.000204,0.999797
1.301,6.2e-05,0.999938
1.301,2.1e-05,0.999979
1.301,0.000238,0.999762
1.301,6.3e-05,0.999937
1.301,0.000267,0.999733
1.301,3.4e-05,0.999966
1.301,5.2e-05,0.999948
1.301,0.000147,0.999853
1.301,0.000126,0.999874
1.301,0.000278,0.999722
1.301,4.6e-05,0.999954
1.301,3.1e-05,0.999969
1.301,3.2e-05,0.999968
1.301,4.5e-05,0.999955
1.301,4.6e-05,0.999954
1.301,5.6e-05,0.999944
1.301,5.4e-05,0.999946
1.301,3.5e-05,0.999964
1.301,3.3e-05,0.999967
1.301,4.3e-05,0.999957
1.301,6.1e-05,0.999939
1.301,0.001624,0.998376
1.301,0.00271,0.99729
1.301,3.4e-05,0.999966
1.301,8e-05,0.99992
1.301,5.1e-05,0.999949
1.301,1.9e-05,0.999981
1.301,5.4e-05,0.999946
1.301,0.000157,0.999843
1.301,4e-05,0.99996
1.301,6.5e-05,0.999935
1.301,3.5e-05,0.999965
1.301,3.2e-05,0.999968
1.301,2.8e-05,0.999972
1.301,0.000125,0.999875
1.301,0.000103,0.999897
1.301,4.1e-05,0.999959
1.301,0.000118,0.999882
1.301,2e-05,0.99998
1.301,2.4e-05,0.999976
1.301,0.000814,0.999186
1.301,0.001031,0.998968
1.301,0.000231,0.999769
1.301,3.4e-05,0.999966
1.301,3e-05,0.99997
1.301,3e-05,0.99997
1.301,2.2e-05,0.999978
1.301,4e-05,0.99996
1.301,0.000112,0.999888
1.301,8.7e-05,0.999913
1.301,5.6e-05,0.999944
1.301,6.3e-05,0.999937
1.301,0.000114,0.999886
1.301,3.3e-05,0.999967
1.301,0.000142,0.999858
1.301,3.8e-05,0.999962
1.301,2.7e-05,0.999973
1.301,4.2e-05,0.999958
1.301,7.7e-05,0.999923
1.301,0.000114,0.999886
1.301,0.001404,0.998596
1.301,4.7e-05,0.999953
1.301,0.000299,0.999701
1.301,4.5e-05,0.999955
1.301,4.9e-05,0.99995
1.301,3.4e-05,0.999966
1.301,2e-05,0.99998
1.301,4.9e-05,0.999951
1.301,0.000232,0.999768
1.301,4.6e-05,0.999954
1.313,8.5e-05,0.999915
1.313,0.000909,0.999091
1.313,6.3e-05,0.999937
1.313,0.000123,0.999877
1.313,3.4e-05,0.999966
1.313,4.6e-05,0.999954
1.313,0.000233,0.999767
1.313,0.000246,0.999754
1.313,6.1e-05,0.999939
1.313,2.4e-05,0.999976
1.313,9.8e-05,0.999902
1.313,5.9e-05,0.999941
1.313,2.6e-05,0.999974
1.313,2.5e-05,0.999975
1.313,6.2e-05,0.999938
1.313,0.000346,0.999654
1.313,3.1e-05,0.99997
1.313,4.8e-05,0.999952
1.313,0.000146,0.999854
1.313,4.8e-05,0.999952
1.313,2e-05,0.99998
1.313,0.000107,0.999893
1.313,0.000171,0.999829
1.313,6e-05,0.99994
1.313,2.2e-05,0.999978
1.313,3.7e-05,0.999963
1.313,2.9e-05,0.999971
1.313,7.3e-05,0.999927
1.313,0.000111,0.999889
1.313,0.000284,0.999716
1.313,5.7e-05,0.999943
1.313,5.3e-05,0.999947
1.313,5.2e-05,0.999948
1.313,4.5e-05,0.999955
1.313,0.000149,0.999851
1.313,4.4e-05,0.999956
1.313,0.0002,0.9998
1.313,6e-05,0.99994
1.313,1.6e-05,0.999984
1.313,9.7e-05,0.999903
1.313,1.8e-05,0.999982
1.313,5.5e-05,0.999945
1.313,2.7e-05,0.999973
1.313,0.000121,0.999879
1.313,6.8e-05,0.999932
1.313,3.8e-05,0.999962
1.313,3.2e-05,0.999968
1.313,3.3e-05,0.999967
1.313,3.6e-05,0.999964
1.313,4.7e-05,0.999953
1.313,7.2e-05,0.999928
1.313,1.5e-05,0.999985
1.313,0.000172,0.999828
1.313,4e-05,0.99996
1.313,5.4e-05,0.999946
1.313,5.1e-05,0.999949
1.313,5.3e-05,0.999947
1.313,7.7e-05,0.999923
1.313,3e-05,0.99997
1.313,3e-05,0.99997
1.313,5.2e-05,0.999948
1.313,3.9e-05,0.999961
1.313,2e-05,0.99998
1.313,6.6e-05,0.999934
1.313,3.6e-05,0.999964
1.313,0.001369,0.998631
1.313,0.000131,0.999869
1.313,0.000152,0.999848
1.313,2.9e-05,0.999971
1.313,1.9e-05,0.999981
1.313,3e-05,0.99997
1.313,2.1e-05,0.999979
1.313,5.1e-05,0.999949
1.313,4.4e-05,0.999956
1.313,3.2e-05,0.999968
1.313,3.3e-05,0.999967
1.313,5.1e-05,0.999949
1.313,4.1e-05,0.999959
1.313,0.00015,0.99985
1.313,0.000779,0.999221
1.313,7.1e-05,0.999929
1.313,4e-05,0.99996
1.313,5.7e-05,0.999943
1.313,0.000107,0.999893
1.313,4.8e-05,0.999952
1.313,0.000159,0.999841
1.313,0.000118,0.999882
1.313,0.000104,0.999896
1.313,5.1e-05,0.999949
1.313,5.4e-05,0.999946
1.313,5.5e-05,0.999945
1.313,3.3e-05,0.999967
1.313,4e-05,0.99996
1.313,2.4e-05,0.999976
1.313,4.5e-05,0.999955
1.313,2.4e-05,0.999976
1.313,3e-05,0.99997
1.313,2.4e-05,0.999976
1.313,5.2e-05,0.999948
1.313,6.9e-05,0.999931
1.313,3.4e-05,0.999966
1.326,3.6e-05,0.999964
1.326,4.2e-05,0.999958
1.326,0.000119,0.999881
1.326,6.1e-05,0.999939
1.326,2.8e-05,0.999972
1.326,0.000127,0.999873
1.326,8.9e-05,0.999911
1.326,6.2e-05,0.999938
1.326,5e-05,0.99995
1.326,2.4e-05,0.999976
1.326,3.1e-05,0.999969
1.326,4.8e-05,0.999952
1.326,3.4e-05,0.999966
1.326,4.2e-05,0.999958
1.326,7.1e-05,0.999928
1.326,3.4e-05,0.999966
1.326,6.5e-05,0.999935
1.326,3.2e-05,0.999968
1.326,3e-05,0.99997
1.326,4e-05,0.99996
1.326,3.1e-05,0.999969
1.326,3.1e-05,0.999969
1.326,3.4e-05,0.999966
1.326,1.8e-05,0.999982
1.326,5.3e-05,0.999947
1.326,3.5e-05,0.999965
1.326,2.3e-05,0.999977
1.326,0.000616,0.999384
1.326,0.000341,0.999659
1.326,3.6e-05,0.999964
1.326,6.9e-05,0.999931
1.326,2.8e-05,0.999972
1.326,3.9e-05,0.999961
1.326,3.8e-05,0.999962
1.326,7.4e-05,0.999926
1.326,3.6e-05,0.999964
1.326,0.000161,0.999839
1.326,2.6e-05,0.999974
1.326,3.6e-05,0.999964
1.326,4.8e-05,0.999952
1.326,2.5e-05,0.999974
1.326,5.9e-05,0.999941
1.326,2.8e-05,0.999972
1.326,0.000128,0.999872
1.326,6.5e-05,0.999935
1.326,6.1e-05,0.999939
1.326,8e-05,0.99992
1.326,2.2e-05,0.999978
1.326,0.000178,0.999822
1.326,0.000507,0.999493
1.326,5.9e-05,0.999941
1.326,4.7e-05,0.999953
1.326,0.000105,0.999895
1.326,2.5e-05,0.999975
1.326,5.1e-05,0.999949
1.326,0.000106,0.999894
1.326,0.000302,0.999698
1.326,4.1e-05,0.99996
1.326,3.4e-05,0.999966
1.326,3.2e-05,0.999968
1.326,0.000469,0.999531
1.326,6.5e-05,0.999935
1.326,0.000135,0.999865
1.326,0.000432,0.999568
1.326,2.1e-05,0.999979
1.326,0.000107,0.999893
1.326,4.7e-05,0.999954
1.326,0.000403,0.999597
1.326,9.2e-05,0.999908
1.326,5.9e-05,0.999941
1.326,4.6e-05,0.999954
1.326,2.7e-05,0.999973
1.326,4.5e-05,0.999955
1.326,7.6e-05,0.999924
1.326,2.2e-05,0.999978
1.326,4.5e-05,0.999955
1.326,1.5e-05,0.999984
1.326,0.000536,0.999464
1.326,2.8e-05,0.999972
1.326,4.6e-05,0.999954
1.326,2.8e-05,0.999972
1.326,3.5e-05,0.999965
1.326,0.000165,0.999835
1.326,4.9e-05,0.999951
1.326,2.1e-05,0.999979
1.326,8.1e-05,0.999919
1.326,0.000207,0.999793
1.326,7.1e-05,0.999929
1.326,4.8e-05,0.999952
1.326,1.7e-05,0.999983
1.326,2.3e-05,0.999977
1.326,0.000169,0.999831
1.326,5.5e-05,0.999945
1.326,0.000105,0.999895
1.326,2.2e-05,0.999979
1.326,2.6e-05,0.999974
1.326,6.5e-05,0.999935
1.326,4.8e-05,0.999952
1.326,4.4e-05,0.999956
1.326,5.5e-05,0.999945
1.326,5.4e-05,0.999946
1.338,0.000152,0.999848
1.338,9.3e-05,0.999907
1.338,0.000589,0.999411
1.338,2.6e-05,0.999974
1.338,2.3e-05,0.999977
1.338,3.8e-05,0.999962
1.338,4.7e-05,0.999953
1.338,6.1e-05,0.999939
1.338,3.4e-05,0.999966
1.338,9.2e-05,0.999908
1.338,0.000153,0.999847
1.338,9.2e-05,0.999908
1.338,0.000285,0.999715
1.338,0.000127,0.999873
1.338,5.5e-05,0.999945
1.338,2.2e-05,0.999978
1.338,3.4e-05,0.999966
1.338,4.5e-05,0.999955
1.338,2.1e-05,0.999979
1.338,2.9e-05,0.999971
1.338,2.9e-05,0.999971
1.338,2.3e-05,0.999977
1.338,4.4e-05,0.999956
1.338,4.2e-05,0.999958
1.338,3.3e-05,0.999967
1.338,9.3e-05,0.999907
1.338,2.4e-05,0.999976
1.338,5.1e-05,0.999949
1.338,3.8e-05,0.999962
1.338,1.3e-05,0.999987
1.338,6.8e-05,0.999931
1.338,1.9e-05,0.999981
1.338,8.2e-05,0.999918
1.338,3.4e-05,0.999966
1.338,8.1e-05,0.999919
1.338,2.2e-05,0.999978
1.338,5.1e-05,0.999949
1.338,3.8e-05,0.999962
1.338,5.9e-05,0.999941
1.338,2e-05,0.99998
1.338,2.8e-05,0.999972
1.338,4.9e-05,0.999952
1.338,2.5e-05,0.999975
1.338,0.000497,0.999503
1.338,0.000193,0.999807
1.338,4.1e-05,0.999959
1.338,5.3e-05,0.999947
1.338,4.3e-05,0.999957
1.338,2.7e-05,0.999973
1.338,8.5e-05,0.999915
1.338,3.6e-05,0.999964
1.338,0.000109,0.999891
1.338,4e-05,0.99996
1.338,9.8e-05,0.999902
1.338,7.5e-05,0.999925
1.338,5.3e-05,0.999947
1.338,3.9e-05,0.999961
1.338,0.000105,0.999894
1.338,9.4e-05,0.999906
1.338,0.00016,0.99984
1.338,3.7e-05,0.999963
1.338,2.8e-05,0.999972
1.338,4.3e-05,0.999957
1.338,5.1e-05,0.999949
1.338,2.2e-05,0.999978
1.338,2.5e-05,0.999975
1.338,2.4e-05,0.999976
1.338,0.000195,0.999805
1.338,3.4e-05,0.999966
1.338,0.000109,0.999891
1.338,5.8e-05,0.999942
1.338,2.5e-05,0.999975
1.338,4.5e-05,0.999955
1.338,5.3e-05,0.999947
1.338,0.000273,0.999727
1.338,0.000138,0.999862
1.338,2.4e-05,0.999976
1.338,0.000206,0.999795
1.338,3e-05,0.99997
1.338,5.4e-05,0.999946
1.338,7.1e-05,0.999929
1.338,3.6e-05,0.999964
1.338,4.3e-05,0.999956
1.338,3.5e-05,0.999965
1.338,3.2e-05,0.999968
1.338,6.9e-05,0.99993
1.338,0.000152,0.999848
1.338,4.2e-05,0.999958
1.338,0.000125,0.999875
1.338,1.7e-05,0.999983
1.338,3.6e-05,0.999964
1.338,3.3e-05,0.999967
1.338,0.000121,0.999879
1.338,2.2e-05,0.999978
1.338,8.6e-05,0.999914
1.338,2.9e-05,0.999971
1.338,1.3e-05,0.999987
1.338,9.3e-05,0.999907
1.338,2.3e-05,0.999977
1.338,5e-05,0.99995
1.338,7.5e-05,0.999925
1.350,3.3e-05,0.999967
1.350,9.4e-05,0.999906
1.350,8.1e-05,0.999919
1.350,1.9e-05,0.999981
1.350,3.3e-05,0.999967
1.350,3.3e-05,0.999967
1.350,1.5e-05,0.999985
1.350,6.8e-05,0.999932
1.350,4.5e-05,0.999955
1.350,1.9e-05,0.999981
1.350,2.7e-05,0.999973
1.350,2.5e-05,0.999975
1.350,3.3e-05,0.999967
1.350,9.3e-05,0.999907
1.350,1.3e-05,0.999987
1.350,0.000112,0.999888
1.350,6.5e-05,0.999935
1.350,6.3e-05,0.999937
1.350,6.3e-05,0.999937
1.350,6.4e-05,0.999936
1.350,7e-05,0.99993
1.350,3e-05,0.99997
1.350,6.8e-05,0.999932
1.350,2.4e-05,0.999976
1.350,5.8e-05,0.999942
1.350,2.3e-05,0.999977
1.350,0.000133,0.999867
1.350,3.2e-05,0.999968
1.350,3.5e-05,0.999965
1.350,0.000141,0.999859
1.350,7.1e-05,0.999929
1.350,3.3e-05,0.999967
1.350,3.3e-05,0.999966
1.350,4.4e-05,0.999956
1.350,6.7e-05,0.999933
1.350,2.6e-05,0.999974
1.350,3.9e-05,0.999961
1.350,4.2e-05,0.999958
1.350,3.5e-05,0.999965
1.350,2e-05,0.99998
1.350,7.3e-05,0.999927
1.350,2.4e-05,0.999976
1.350,5e-05,0.99995
1.350,4e-05,0.99996
1.350,7.2e-05,0.999928
1.350,0.000103,0.999897
1.350,3.2e-05,0.999968
1.350,4e-05,0.99996
1.350,5.2e-05,0.999948
1.350,0.000113,0.999887
1.350,8e-05,0.99992
1.350,3.2e-05,0.999968
1.350,5.2e-05,0.999948
1.350,3e-05,0.99997
1.350,3.1e-05,0.999969
1.350,2.3e-05,0.999977
1.350,8.4e-05,0.999916
1.350,3.3e-05,0.999967
1.350,2.6e-05,0.999974
1.350,3.8e-05,0.999962
1.350,3.3e-05,0.999967
1.350,0.000105,0.999895
1.350,3.8e-05,0.999962
1.350,6.5e-05,0.999935
1.350,3.1e-05,0.999969
1.350,3.1e-05,0.999969
1.350,1e-05,0.99999
1.350,3.3e-05,0.999967
1.350,2.3e-05,0.999977
1.350,3.6e-05,0.999964
1.350,3e-05,0.99997
1.350,3.7e-05,0.999962
1.350,2.8e-05,0.999972
1.350,2.2e-05,0.999978
1.350,1.8e-05,0.999982
1.350,4.3e-05,0.999957
1.350,0.00012,0.99988
1.350,3.2e-05,0.999968
1.350,8.8e-05,0.999912
1.350,4.2e-05,0.999958
1.350,0.000377,0.999623
1.350,3.9e-05,0.999961
1.350,3.4e-05,0.999966
1.350,4.8e-05,0.999952
1.350,6.2e-05,0.999938
1.350,0.000126,0.999874
1.350,2.5e-05,0.999975
1.350,4.9e-05,0.999951
1.350,0.000363,0.999637
1.350,6.9e-05,0.999931
1.350,2.9e-05,0.999971
1.350,0.000101,0.999899
1.350,2.6e-05,0.999974
1.350,3.5e-05,0.999965
1.350,0.000274,0.999726
1.350,1.8e-05,0.999982
1.350,3.5e-05,0.999965
1.350,9.5e-05,0.999905
1.350,3.8e-05,0.999962
1.350,1.9e-05,0.999981
1.350,1.4e-05,0.999986
