temperature,ordered_probability,amorphous_probability
0.750,0.999933,6.7e-05
0.750,0.999954,4.6e-05
0.750,0.999978,2.2e-05
0.750,0.999988,1.2e-05
0.750,0.99996,4e-05
0.750,0.999974,2.6e-05
0.750,0.99995,5e-05
0.750,0.999981,1.9e-05
0.750,0.999989,1.1e-05
0.750,0.999976,2.4e-05
0.750,0.999983,1.7e-05
0.750,0.999986,1.4e-05
0.750,0.999985,1.5e-05
0.750,0.99998,2e-05
0.750,0.999968,3.2e-05
0.750,0.999947,5.3e-05
0.750,0.999959,4.1e-05
0.750,0.999961,3.9e-05
0.750,0.999985,1.5e-05
0.750,0.999984,1.6e-05
0.750,0.999978,2.2e-05
0.750,0.999992,8e-06
0.750,0.999992,8e-06
0.750,0.999989,1.1e-05
0.750,0.999975,2.5e-05
0.750,0.999962,3.8e-05
0.750,0.999972,2.8e-05
0.750,0.999852,0.000148
0.750,0.999976,2.4e-05
0.750,0.999978,2.3e-05
0.750,0.999984,1.6e-05
0.750,0.999967,3.3e-05
0.750,0.999964,3.6e-05
0.750,0.999975,2.5e-05
0.750,0.999994,6e-06
0.750,0.999994,6e-06
0.750,0.999961,3.9e-05
0.750,0.999933,6.7e-05
0.750,0.99997,3e-05
0.750,0.999984,1.6e-05
0.750,0.999969,3.1e-05
0.750,0.999991,9e-06
0.750,0.999933,6.7e-05
0.750,0.99996,4e-05
0.750,0.999964,3.6e-05
0.750,0.999985,1.5e-05
0.750,0.99998,2e-05
0.750,0.999979,2.1e-05
0.750,0.999973,2.7e-05
0.750,0.99998,2e-05
0.750,0.999975,2.5e-05
0.750,0.999972,2.8e-05
0.750,0.999973,2.7e-05
0.750,0.999962,3.8e-05
0.750,0.999914,8.6e-05
0.750,0.99999,1e-05
0.750,0.999981,1.9e-05
0.750,0.99998,2e-05
0.750,0.999826,0.000174
0.750,0.999977,2.3e-05
0.750,0.999974,2.6e-05
0.750,0.99996,4.1e-05
0.750,0.999968,3.2e-05
0.750,0.999973,2.7e-05
0.750,0.999959,4.1e-05
0.750,0.999986,1.4e-05
0.750,0.999982,1.8e-05
0.750,0.999994,6e-06
0.750,0.999989,1.1e-05
0.750,0.999978,2.2e-05
0.750,0.999989,1.1e-05
0.750,0.999979,2.1e-05
0.750,0.999979,2.1e-05
0.750,0.999986,1.4e-05
0.750,0.999939,6.1e-05
0.750,0.999935,6.5e-05
0.750,0.999979,2.1e-05
0.750,0.999982,1.8e-05
0.750,0.999982,1.7e-05
0.750,0.999986,1.4e-05
0.750,0.999971,2.9e-05
0.750,0.999985,1.5e-05
0.750,0.999957,4.3e-05
0.750,0.999992,9e-06
0.750,0.999986,1.4e-05
0.750,0.999985,1.5e-05
0.750,0.999985,1.5e-05
0.750,0.999979,2.1e-05
0.750,0.999992,8e-06
0.750,0.999945,5.5e-05
0.750,0.99997,3e-05
0.750,0.999947,5.3e-05
0.750,0.999975,2.5e-05
0.750,0.999924,7.6e-05
0.750,0.999977,2.3e-05
0.750,0.999989,1.1e-05
0.750,0.999946,5.4e-05
0.750,0.999959,4.1e-05
0.750,0.999982,1.8e-05
0.750,0.999959,4.1e-05
0.750,0.99995,4.9e-05
0.762,0.999964,3.6e-05
0.762,0.999979,2.1e-05
0.762,0.999978,2.2e-05
0.762,0.999974,2.5e-05
0.762,0.999953,4.7e-05
0.762,0.999987,1.3e-05
0.762,0.999992,8e-06
0.762,0.999958,4.2e-05
0.762,0.999979,2.1e-05
0.762,0.999976,2.4e-05
0.762,0.999965,3.5e-05
0.762,0.999976,2.4e-05
0.762,0.999984,1.6e-05
0.762,0.999751,0.000249
0.762,0.999967,3.3e-05
0.762,0.999961,3.9e-05
0.762,0.999973,2.7e-05
0.762,0.999369,0.000631
0.762,0.999988,1.2e-05
0.762,0.999945,5.5e-05
0.762,0.999979,2.1e-05
0.762,0.99998,2e-05
0.762,0.999992,8e-06
0.762,0.999987,1.3e-05
0.762,0.999974,2.6e-05
0.762,0.999966,3.4e-05
0.762,0.999983,1.7e-05
0.762,0.999977,2.3e-05
0.762,0.999976,2.4e-05
0.762,0.99997,3e-05
0.762,0.999981,1.9e-05
0.762,0.999991,9e-06
0.762,0.99999,1e-05
0.762,0.999991,9e-06
0.762,0.999937,6.3e-05
0.762,0.999948,5.2e-05
0.762,0.999987,1.3e-05
0.762,0.99998,2e-05
0.762,0.999988,1.2e-05
0.762,0.99994,6e-05
0.762,0.999944,5.6e-05
0.762,0.999983,1.7e-05
0.762,0.999981,1.9e-05
0.762,0.999953,4.7e-05
0.762,0.99998,2e-05
0.762,0.999971,2.9e-05
0.762,0.999969,3.1e-05
0.762,0.999956,4.4e-05
0.762,0.999984,1.6e-05
0.762,0.999974,2.6e-05
0.762,0.999986,1.3e-05
0.762,0.999973,2.7e-05
0.762,0.999932,6.8e-05
0.762,0.999872,0.000128
0.762,0.999938,6.2e-05
0.762,0.999972,2.8e-05
0.762,0.99996,4e-05
0.762,0.999992,8e-06
0.762,0.999986,1.4e-05
0.762,0.999971,2.9e-05
0.762,0.999964,3.6e-05
0.762,0.999979,2.1e-05
0.762,0.999989,1.1e-05
0.762,0.999985,1.4e-05
0.762,0.999828,0.000172
0.762,0.99999,1e-05
0.762,0.999991,9e-06
0.762,0.999977,2.3e-05
0.762,0.999985,1.5e-05
0.762,0.999932,6.8e-05
0.762,0.999969,3.1e-05
0.762,0.999976,2.4e-05
0.762,0.999966,3.4e-05
0.762,0.99997,3.1e-05
0.762,0.999966,3.4e-05
0.762,0.999977,2.3e-05
0.762,0.999932,6.8e-05
0.762,0.999946,5.4e-05
0.762,0.999978,2.2e-05
0.762,0.999961,3.9e-05
0.762,0.999955,4.5e-05
0.762,0.999989,1.1e-05
0.762,0.999902,9.8e-05
0.762,0.999964,3.6e-05
0.762,0.999978,2.3e-05
0.762,0.999954,4.7e-05
0.762,0.999984,1.5e-05
0.762,0.999986,1.4e-05
0.762,0.999972,2.8e-05
0.762,0.99996,4e-05
0.762,0.999983,1.7e-05
0.762,0.999968,3.2e-05
0.762,0.999978,2.2e-05
0.762,0.999958,4.2e-05
0.762,0.999967,3.3e-05
0.762,0.999974,2.6e-05
0.762,0.999946,5.4e-05
0.762,0.999989,1.1e-05
0.762,0.999958,4.2e-05
0.762,0.999967,3.3e-05
0.762,0.999985,1.5e-05
0.774,0.999961,3.9e-05
0.774,0.999864,0.000136
0.774,0.999981,1.9e-05
0.774,0.999931,6.9e-05
0.774,0.999949,5.1e-05
0.774,0.999929,7.1e-05
0.774,0.999986,1.4e-05
0.774,0.999982,1.8e-05
0.774,0.999983,1.7e-05
0.774,0.999943,5.7e-05
0.774,0.999989,1.1e-05
0.774,0.999992,8e-06
0.774,0.999979,2.1e-05
0.774,0.999968,3.2e-05
0.774,0.999953,4.7e-05
0.774,0.999982,1.8e-05
0.774,0.999944,5.6e-05
0.774,0.99991,9e-05
0.774,0.999973,2.7e-05
0.774,0.999979,2.1e-05
0.774,0.999985,1.5e-05
0.774,0.999978,2.2e-05
0.774,0.999937,6.3e-05
0.774,0.99998,2e-05
0.774,0.999983,1.7e-05
0.774,0.999975,2.5e-05
0.774,0.999962,3.8e-05
0.774,0.999991,9e-06
0.774,0.999868,0.000132
0.774,0.999988,1.2e-05
0.774,0.999962,3.8e-05
0.774,0.999955,4.5e-05
0.774,0.999985,1.5e-05
0.774,0.999988,1.2e-05
0.774,0.999958,4.2e-05
0.774,0.99999,1.1e-05
0.774,0.999924,7.6e-05
0.774,0.999986,1.3e-05
0.774,0.999982,1.8e-05
0.774,0.999987,1.3e-05
0.774,0.999988,1.2e-05
0.774,0.999979,2.1e-05
0.774,0.999954,4.6e-05
0.774,0.999957,4.3e-05
0.774,0.99997,3e-05
0.774,0.999971,2.9e-05
0.774,0.999952,4.8e-05
0.774,0.999975,2.5e-05
0.774,0.999938,6.2e-05
0.774,0.999972,2.8e-05
0.774,0.999984,1.6e-05
0.774,0.999928,7.2e-05
0.774,0.999982,1.7e-05
0.774,0.999975,2.5e-05
0.774,0.99998,2e-05
0.774,0.999982,1.8e-05
0.774,0.999979,2.1e-05
0.774,0.999988,1.2e-05
0.774,0.999991,9e-06
0.774,0.999977,2.3e-05
0.774,0.999981,1.9e-05
0.774,0.999769,0.000231
0.774,0.999605,0.000395
0.774,0.999916,8.5e-05
0.774,0.999984,1.6e-05
0.774,0.999977,2.3e-05
0.774,0.999972,2.8e-05
0.774,0.999976,2.4e-05
0.774,0.999961,3.9e-05
0.774,0.999957,4.3e-05
0.774,0.999983,1.7e-05
0.774,0.999978,2.2e-05
0.774,0.99994,6e-05
0.774,0.999949,5.1e-05
0.774,0.999973,2.7e-05
0.774,0.99996,4e-05
0.774,0.999979,2.1e-05
0.774,0.999969,3.1e-05
0.774,0.999871,0.000129
0.774,0.999951,4.9e-05
0.774,0.999938,6.2e-05
0.774,0.999971,2.9e-05
0.774,0.999985,1.5e-05
0.774,0.999976,2.4e-05
0.774,0.999992,9e-06
0.774,0.99999,1e-05
0.774,0.999978,2.2e-05
0.774,0.999825,0.000175
0.774,0.999964,3.6e-05
0.774,0.99998,2e-05
0.774,0.999972,2.8e-05
0.774,0.999989,1.1e-05
0.774,0.999983,1.7e-05
0.774,0.999988,1.2e-05
0.774,0.999848,0.000152
0.774,0.999988,1.2e-05
0.774,0.999978,2.2e-05
0.774,0.999973,2.7e-05
0.774,0.999942,5.8e-05
0.774,0.999974,2.6e-05
0.774,0.999987,1.3e-05
0.787,0.999954,4.6e-05
0.787,0.999958,4.1e-05
0.787,0.999984,1.6e-05
0.787,0.999989,1.1e-05
0.787,0.999991,9e-06
0.787,0.999928,7.3e-05
0.787,0.999982,1.8e-05
0.787,0.999625,0.000375
0.787,0.999973,2.7e-05
0.787,0.999732,0.000268
0.787,0.999988,1.2e-05
0.787,0.999982,1.8e-05
0.787,0.999989,1.1e-05
0.787,0.999967,3.3e-05
0.787,0.999974,2.6e-05
0.787,0.999915,8.5e-05
0.787,0.999992,8e-06
0.787,0.999955,4.5e-05
0.787,0.999919,8.1e-05
0.787,0.999981,1.9e-05
0.787,0.999978,2.2e-05
0.787,0.999961,3.9e-05
0.787,0.999215,0.000785
0.787,0.999984,1.6e-05
0.787,0.999973,2.7e-05
0.787,0.999935,6.5e-05
0.787,0.999973,2.7e-05
0.787,0.999987,1.3e-05
0.787,0.999523,0.000477
0.787,0.999766,0.000234
0.787,0.999839,0.00016
0.787,0.999988,1.3e-05
0.787,0.999979,2.1e-05
0.787,0.999943,5.7e-05
0.787,0.99999,1e-05
0.787,0.999951,4.9e-05
0.787,0.999924,7.6e-05
0.787,0.999892,0.000108
0.787,0.999686,0.000314
0.787,0.999951,4.9e-05
0.787,0.999961,3.9e-05
0.787,0.999942,5.8e-05
0.787,0.999958,4.2e-05
0.787,0.99993,7e-05
0.787,0.999957,4.3e-05
0.787,0.999977,2.3e-05
0.787,0.999954,4.6e-05
0.787,0.999965,3.5e-05
0.787,0.999983,1.7e-05
0.787,0.999964,3.5e-05
0.787,0.999973,2.7e-05
0.787,0.999695,0.000305
0.787,0.999991,9e-06
0.787,0.99998,2e-05
0.787,0.999489,0.000511
0.787,0.999978,2.2e-05
0.787,0.999992,9e-06
0.787,0.999718,0.000282
0.787,0.999935,6.5e-05
0.787,0.999968,3.2e-05
0.787,0.999971,2.9e-05
0.787,0.999954,4.5e-05
0.787,0.99996,4e-05
0.787,0.999969,3.1e-05
0.787,0.999992,9e-06
0.787,0.999988,1.3e-05
0.787,0.999988,1.3e-05
0.787,0.999988,1.2e-05
0.787,0.99987,0.00013
0.787,0.999967,3.3e-05
0.787,0.999832,0.000168
0.787,0.999992,8e-06
0.787,0.999917,8.3e-05
0.787,0.99998,2.1e-05
0.787,0.999992,8e-06
0.787,0.99996,4e-05
0.787,0.999975,2.5e-05
0.787,0.999956,4.4e-05
0.787,0.99999,1e-05
0.787,0.999984,1.6e-05
0.787,0.999986,1.4e-05
0.787,0.999936,6.4e-05
0.787,0.999881,0.000119
0.787,0.999951,4.9e-05
0.787,0.99999,1e-05
0.787,0.999967,3.3e-05
0.787,0.999972,2.8e-05
0.787,0.999988,1.2e-05
0.787,0.999971,2.9e-05
0.787,0.999839,0.000161
0.787,0.999963,3.7e-05
0.787,0.999473,0.000527
0.787,0.999952,4.8e-05
0.787,0.999944,5.6e-05
0.787,0.999966,3.4e-05
0.787,0.99995,5e-05
0.787,0.99996,4e-05
0.787,0.99997,3e-05
0.787,0.999842,0.000158
0.787,0.999984,1.6e-05
0.787,0.999968,3.2e-05
0.799,0.999522,0.000478
0.799,0.999831,0.000169
0.799,0.999887,0.000113
0.799,0.999961,3.9e-05
0.799,0.999976,2.4e-05
0.799,0.999985,1.5e-05
0.799,0.999936,6.4e-05
0.799,0.999682,0.000318
0.799,0.999915,8.5e-05
0.799,0.999923,7.7e-05
0.799,0.99993,7e-05
0.799,0.999976,2.4e-05
0.799,0.999751,0.000249
0.799,0.999982,1.8e-05
0.799,0.999959,4.1e-05
0.799,0.999932,6.8e-05
0.799,0.999911,8.9e-05
0.799,0.999944,5.7e-05
0.799,0.99998,2e-05
0.799,0.999755,0.000245
0.799,0.999662,0.000338
0.799,0.999922,7.8e-05
0.799,0.99734,0.00266
0.799,0.999928,7.2e-05
0.799,0.999987,1.3e-05
0.799,0.999907,9.3e-05
0.799,0.9997,0.000301
0.799,0.999981,1.9e-05
0.799,0.999968,3.1e-05
0.799,0.999771,0.000229
0.799,0.999977,2.3e-05
0.799,0.99996,4e-05
0.799,0.999969,3.1e-05
0.799,0.999925,7.5e-05
0.799,0.999968,3.2e-05
0.799,0.999954,4.6e-05
0.799,0.999959,4.1e-05
0.799,0.999981,1.9e-05
0.799,0.999977,2.3e-05
0.799,0.999878,0.000122
0.799,0.99992,8e-05
0.799,0.999976,2.4e-05
0.799,0.999906,9.4e-05
0.799,0.999949,5.1e-05
0.799,0.999968,3.1e-05
0.799,0.999976,2.3e-05
0.799,0.999977,2.3e-05
0.799,0.999546,0.000454
0.799,0.999985,1.5e-05
0.799,0.999969,3.1e-05
0.799,0.999987,1.3e-05
0.799,0.999601,0.000399
0.799,0.999959,4.1e-05
0.799,0.999982,1.7e-05
0.799,0.999978,2.2e-05
0.799,0.99985,0.00015
0.799,0.999978,2.2e-05
0.799,0.999976,2.4e-05
0.799,0.999991,9e-06
0.799,0.99998,2e-05
0.799,0.999916,8.5e-05
0.799,0.999823,0.000177
0.799,0.999965,3.5e-05
0.799,0.999799,0.000201
0.799,0.999988,1.2e-05
0.799,0.999947,5.3e-05
0.799,0.999978,2.2e-05
0.799,0.99978,0.00022
0.799,0.999976,2.4e-05
0.799,0.99998,2e-05
0.799,0.999981,1.9e-05
0.799,0.999994,5e-06
0.799,0.999967,3.3e-05
0.799,0.999982,1.8e-05
0.799,0.999916,8.4e-05
0.799,0.999507,0.000493
0.799,0.999976,2.4e-05
0.799,0.999958,4.2e-05
0.799,0.999935,6.5e-05
0.799,0.999945,5.5e-05
0.799,0.999957,4.3e-05
0.799,0.999942,5.8e-05
0.799,0.999987,1.3e-05
0.799,0.999984,1.6e-05
0.799,0.999926,7.4e-05
0.799,0.999962,3.8e-05
0.799,0.999982,1.8e-05
0.799,0.999963,3.7e-05
0.799,0.999978,2.2e-05
0.799,0.999987,1.3e-05
0.799,0.999991,9e-06
0.799,0.999934,6.6e-05
0.799,0.999841,0.000159
0.799,0.999816,0.000184
0.799,0.999977,2.3e-05
0.799,0.999979,2.1e-05
0.799,0.999972,2.8e-05
0.799,0.999984,1.6e-05
0.799,0.999979,2.1e-05
0.799,0.999954,4.6e-05
0.799,0.999992,8e-06
0.811,0.999961,3.9e-05
0.811,0.999927,7.3e-05
0.811,0.999953,4.7e-05
0.811,0.999899,0.000101
0.811,0.99995,5e-05
0.811,0.999944,5.6e-05
0.811,0.999965,3.5e-05
0.811,0.999948,5.2e-05
0.811,0.999905,9.5e-05
0.811,0.99998,2e-05
0.811,0.999938,6.2e-05
0.811,0.999917,8.3e-05
0.811,0.995489,0.004511
0.811,0.999935,6.5e-05
0.811,0.999988,1.2e-05
0.811,0.999963,3.7e-05
0.811,0.999949,5.1e-05
0.811,0.999964,3.6e-05
0.811,0.999752,0.000248
0.811,0.999993,7e-06
0.811,0.999925,7.5e-05
0.811,0.999991,9e-06
0.811,0.999975,2.5e-05
0.811,0.999928,7.2e-05
0.811,0.999932,6.8e-05
0.811,0.999973,2.7e-05
0.811,0.999971,2.9e-05
0.811,0.999982,1.8e-05
0.811,0.999986,1.4e-05
0.811,0.999971,2.9e-05
0.811,0.999959,4.1e-05
0.811,0.999914,8.6e-05
0.811,0.999955,4.5e-05
0.811,0.999916,8.4e-05
0.811,0.99997,3.1e-05
0.811,0.999961,3.9e-05
0.811,0.999972,2.8e-05
0.811,0.999971,2.9e-05
0.811,0.999982,1.8e-05
0.811,0.99997,3e-05
0.811,0.999958,4.2e-05
0.811,0.999967,3.3e-05
0.811,0.999954,4.6e-05
0.811,0.999961,4e-05
0.811,0.996012,0.003988
0.811,0.999958,4.1e-05
0.811,0.999975,2.5e-05
0.811,0.999963,3.7e-05
0.811,0.999845,0.000155
0.811,0.999474,0.000526
0.811,0.999713,0.000287
0.811,0.999988,1.2e-05
0.811,0.999981,1.9e-05
0.811,0.999583,0.000417
0.811,0.999936,6.4e-05
0.811,0.99993,7e-05
0.811,0.999661,0.000339
0.811,0.999972,2.8e-05
0.811,0.999984,1.6e-05
0.811,0.999964,3.6e-05
0.811,0.999415,0.000585
0.811,0.999987,1.3e-05
0.811,0.999984,1.6e-05
0.811,0.999967,3.3e-05
0.811,0.999011,0.000989
0.811,0.999921,7.9e-05
0.811,0.999894,0.000106
0.811,0.999972,2.8e-05
0.811,0.999925,7.5e-05
0.811,0.999976,2.4e-05
0.811,0.999962,3.8e-05
0.811,0.999975,2.5e-05
0.811,0.99999,1e-05
0.811,0.999939,6.1e-05
0.811,0.999817,0.000183
0.811,0.999807,0.000193
0.811,0.999899,0.000101
0.811,0.999937,6.3e-05
0.811,0.999245,0.000755
0.811,0.999986,1.4e-05
0.811,0.999985,1.5e-05
0.811,0.999907,9.3e-05
0.811,0.999943,5.7e-05
0.811,0.999836,0.000164
0.811,0.999931,6.9e-05
0.811,0.99999,1e-05
0.811,0.999834,0.000166
0.811,0.999948,5.2e-05
0.811,0.999909,9.1e-05
0.811,0.99995,5e-05
0.811,0.999959,4.1e-05
0.811,0.999971,2.9e-05
0.811,0.999958,4.2e-05
0.811,0.999914,8.6e-05
0.811,0.999966,3.4e-05
0.811,0.999963,3.7e-05
0.811,0.999956,4.4e-05
0.811,0.999939,6.1e-05
0.811,0.999914,8.6e-05
0.811,0.999861,0.000139
0.811,0.999957,4.3e-05
0.823,0.999937,6.3e-05
0.823,0.999931,6.9e-05
0.823,0.999773,0.000227
0.823,0.99992,8e-05
0.823,0.999908,9.2e-05
0.823,0.999974,2.6e-05
0.823,0.999958,4.2e-05
0.823,0.999929,7.1e-05
0.823,0.999985,1.5e-05
0.823,0.999949,5.1e-05
0.823,0.998155,0.001845
0.823,0.999985,1.5e-05
0.823,0.999964,3.6e-05
0.823,0.999957,4.3e-05
0.823,0.999913,8.7e-05
0.823,0.999917,8.3e-05
0.823,0.999973,2.7e-05
0.823,0.999982,1.8e-05
0.823,0.999947,5.3e-05
0.823,0.999916,8.4e-05
0.823,0.99927,0.00073
0.823,0.999973,2.7e-05
0.823,0.999907,9.3e-05
0.823,0.999953,4.7e-05
0.823,0.999918,8.2e-05
0.823,0.999984,1.6e-05
0.823,0.999962,3.8e-05
0.823,0.999925,7.5e-05
0.823,0.999979,2.1e-05
0.823,0.999969,3.1e-05
0.823,0.999981,1.9e-05
0.823,0.998749,0.001251
0.823,0.999975,2.5e-05
0.823,0.999971,2.9e-05
0.823,0.999533,0.000467
0.823,0.999978,2.2e-05
0.823,0.999968,3.2e-05
0.823,0.999798,0.000202
0.823,0.999898,0.000102
0.823,0.999975,2.5e-05
0.823,0.999928,7.2e-05
0.823,0.999972,2.8e-05
0.823,0.999953,4.7e-05
0.823,0.999896,0.000104
0.823,0.999794,0.000206
0.823,0.999952,4.8e-05
0.823,0.999971,2.9e-05
0.823,0.999955,4.5e-05
0.823,0.999963,3.7e-05
0.823,0.999882,0.000118
0.823,0.999961,3.9e-05
0.823,0.99997,3e-05
0.823,0.99978,0.00022
0.823,0.999916,8.4e-05
0.823,0.999986,1.4e-05
0.823,0.999989,1.1e-05
0.823,0.999817,0.000183
0.823,0.999941,5.9e-05
0.823,0.99993,7e-05
0.823,0.999975,2.5e-05
0.823,0.999932,6.8e-05
0.823,0.999943,5.7e-05
0.823,0.999939,6.1e-05
0.823,0.999698,0.000302
0.823,0.999971,2.9e-05
0.823,0.99998,2e-05
0.823,0.999974,2.6e-05
0.823,0.999981,1.9e-05
0.823,0.999952,4.8e-05
0.823,0.999938,6.2e-05
0.823,0.999952,4.8e-05
0.823,0.999831,0.000169
0.823,0.999993,7e-06
0.823,0.999794,0.000207
0.823,0.999908,9.2e-05
0.823,0.999989,1.1e-05
0.823,0.999979,2.1e-05
0.823,0.999982,1.8e-05
0.823,0.999977,2.3e-05
0.823,0.999991,9e-06
0.823,0.99992,8e-05
0.823,0.999914,8.6e-05
0.823,0.999983,1.7e-05
0.823,0.999985,1.5e-05
0.823,0.999949,5.1e-05
0.823,0.999964,3.6e-05
0.823,0.99907,0.000931
0.823,0.999415,0.000585
0.823,0.999969,3.1e-05
0.823,0.999869,0.000131
0.823,0.999844,0.000156
0.823,0.999982,1.8e-05
0.823,0.999859,0.000141
0.823,0.998702,0.001298
0.823,0.999916,8.4e-05
0.823,0.999982,1.8e-05
0.823,0.999896,0.000104
0.823,0.999947,5.3e-05
0.823,0.999973,2.7e-05
0.823,0.999986,1.4e-05
0.823,0.999991,9e-06
0.836,0.999969,3.1e-05
0.836,0.99979,0.00021
0.836,0.999865,0.000135
0.836,0.999734,0.000266
0.836,0.999936,6.3e-05
0.836,0.999817,0.000183
0.836,0.999894,0.000106
0.836,0.999975,2.5e-05
0.836,0.999983,1.7e-05
0.836,0.999986,1.4e-05
0.836,0.999919,8.1e-05
0.836,0.999978,2.2e-05
0.836,0.999942,5.8e-05
0.836,0.999971,2.9e-05
0.836,0.999913,8.7e-05
0.836,0.999761,0.000239
0.836,0.999981,1.9e-05
0.836,0.99943,0.00057
0.836,0.996062,0.003938
0.836,0.999882,0.000118
0.836,0.999817,0.000183
0.836,0.999944,5.6e-05
0.836,0.999923,7.7e-05
0.836,0.999836,0.000164
0.836,0.999898,0.000102
0.836,0.999936,6.4e-05
0.836,0.999951,4.9e-05
0.836,0.999924,7.6e-05
0.836,0.99992,8e-05
0.836,0.999956,4.4e-05
0.836,0.99995,5e-05
0.836,0.999844,0.000156
0.836,0.99991,9e-05
0.836,0.999429,0.000571
0.836,0.999986,1.4e-05
0.836,0.999924,7.6e-05
0.836,0.999983,1.7e-05
0.836,0.999954,4.6e-05
0.836,0.999946,5.4e-05
0.836,0.999936,6.4e-05
0.836,0.999929,7.1e-05
0.836,0.999641,0.000359
0.836,0.999948,5.2e-05
0.836,0.999807,0.000193
0.836,0.999966,3.4e-05
0.836,0.999905,9.5e-05
0.836,0.998956,0.001044
0.836,0.999694,0.000306
0.836,0.999839,0.000161
0.836,0.99985,0.00015
0.836,0.999982,1.8e-05
0.836,0.897527,0.102473
0.836,0.999872,0.000128
0.836,0.999779,0.000221
0.836,0.999921,7.9e-05
0.836,0.999938,6.2e-05
0.836,0.99998,2e-05
0.836,0.999955,4.5e-05
0.836,0.999899,0.000101
0.836,0.999975,2.5e-05
0.836,0.999952,4.8e-05
0.836,0.999742,0.000259
0.836,0.999992,8e-06
0.836,0.999986,1.4e-05
0.836,0.998689,0.001311
0.836,0.999668,0.000332
0.836,0.99994,6e-05
0.836,0.999973,2.7e-05
0.836,0.999952,4.8e-05
0.836,0.99998,2e-05
0.836,0.999947,5.3e-05
0.836,0.999988,1.2e-05
0.836,0.999946,5.4e-05
0.836,0.999979,2.1e-05
0.836,0.999953,4.7e-05
0.836,0.999947,5.3e-05
0.836,0.999985,1.5e-05
0.836,0.999738,0.000262
0.836,0.999965,3.5e-05
0.836,0.999969,3.1e-05
0.836,0.999889,0.000111
0.836,0.99994,6e-05
0.836,0.999866,0.000134
0.836,0.999941,5.9e-05
0.836,0.999922,7.8e-05
0.836,0.999902,9.7e-05
0.836,0.999471,0.000529
0.836,0.99997,3e-05
0.836,0.999976,2.4e-05
0.836,0.999983,1.7e-05
0.836,0.999986,1.4e-05
0.836,0.999972,2.8e-05
0.836,0.999387,0.000613
0.836,0.999955,4.5e-05
0.836,0.999928,7.2e-05
0.836,0.99998,2e-05
0.836,0.99998,2e-05
0.836,0.999976,2.4e-05
0.836,0.999984,1.6e-05
0.836,0.999919,8.1e-05
0.836,0.999968,3.1e-05
0.848,0.999939,6.1e-05
0.848,0.999974,2.6e-05
0.848,0.985856,0.014144
0.848,0.997538,0.002462
0.848,0.999975,2.5e-05
0.848,0.999984,1.6e-05
0.848,0.999934,6.6e-05
0.848,0.998981,0.001019
0.848,0.9998,0.0002
0.848,0.999829,0.000171
0.848,0.999952,4.8e-05
0.848,0.999549,0.000451
0.848,0.999948,5.2e-05
0.848,0.999943,5.7e-05
0.848,0.999949,5.1e-05
0.848,0.999873,0.000127
0.848,0.99994,6e-05
0.848,0.999843,0.000157
0.848,0.999734,0.000266
0.848,0.999977,2.3e-05
0.848,0.99555,0.00445
0.848,0.999824,0.000176
0.848,0.999857,0.000143
0.848,0.999881,0.000119
0.848,0.999972,2.8e-05
0.848,0.999986,1.4e-05
0.848,0.999966,3.4e-05
0.848,0.999771,0.000229
0.848,0.999908,9.2e-05
0.848,0.990991,0.009009
0.848,0.999803,0.000197
0.848,0.99976,0.00024
0.848,0.999859,0.000141
0.848,0.999478,0.000522
0.848,0.999901,9.9e-05
0.848,0.999803,0.000197
0.848,0.999983,1.7e-05
0.848,0.973967,0.026033
0.848,0.999855,0.000145
0.848,0.999914,8.6e-05
0.848,0.999986,1.4e-05
0.848,0.999951,4.9e-05
0.848,0.999928,7.2e-05
0.848,0.999864,0.000136
0.848,0.99816,0.00184
0.848,0.999944,5.6e-05
0.848,0.999976,2.4e-05
0.848,0.999919,8.1e-05
0.848,0.999964,3.6e-05
0.848,0.999859,0.000141
0.848,0.999971,2.9e-05
0.848,0.999925,7.5e-05
0.848,0.999434,0.000565
0.848,0.999944,5.6e-05
0.848,0.999627,0.000373
0.848,0.999892,0.000108
0.848,0.999986,1.4e-05
0.848,0.998563,0.001437
0.848,0.999957,4.3e-05
0.848,0.99972,0.00028
0.848,0.999626,0.000374
0.848,0.999984,1.6e-05
0.848,0.999924,7.6e-05
0.848,0.999954,4.6e-05
0.848,0.999913,8.7e-05
0.848,0.999983,1.7e-05
0.848,0.999839,0.000161
0.848,0.999822,0.000179
0.848,0.999786,0.000214
0.848,0.999958,4.2e-05
0.848,0.994729,0.005271
0.848,0.997457,0.002543
0.848,0.999964,3.6e-05
0.848,0.999964,3.6e-05
0.848,0.999961,3.9e-05
0.848,0.999895,0.000105
0.848,0.999425,0.000575
0.848,0.999889,0.000111
0.848,0.999929,7.1e-05
0.848,0.999838,0.000162
0.848,0.999956,4.4e-05
0.848,0.999979,2.1e-05
0.848,0.999944,5.6e-05
0.848,0.999121,0.000879
0.848,0.999928,7.2e-05
0.848,0.999927,7.3e-05
0.848,0.999901,9.9e-05
0.848,0.999925,7.5e-05
0.848,0.999927,7.3e-05
0.848,0.99992,8e-05
0.848,0.999944,5.6e-05
0.848,0.999948,5.2e-05
0.848,0.999859,0.000141
0.848,0.999357,0.000643
0.848,0.996161,0.003839
0.848,0.99998,2e-05
0.848,0.999799,0.000201
0.848,0.999972,2.8e-05
0.848,0.999981,1.9e-05
