temperature,ordered_probability,amorphous_probability
0.989,0.304372,0.695628
0.989,0.999835,0.000165
0.989,0.999943,5.7e-05
0.989,0.999829,0.000171
0.989,0.994813,0.005187
0.989,0.999918,8.2e-05
0.989,0.995849,0.004151
0.989,0.999419,0.000581
0.989,0.995414,0.004586
0.989,0.988044,0.011956
0.989,0.996497,0.003503
0.989,0.999969,3.1e-05
0.989,0.992173,0.007827
0.989,0.941118,0.058882
0.989,0.962373,0.037627
0.989,0.99325,0.00675
0.989,0.999678,0.000322
0.989,0.99997,3e-05
0.989,0.988842,0.011158
0.989,0.999974,2.6e-05
0.989,0.999986,1.4e-05
0.989,0.9998,0.0002
0.989,0.998295,0.001705
0.989,0.92557,0.07443
0.989,0.409258,0.590742
0.989,0.999831,0.000169
0.989,0.999809,0.000191
0.989,0.999979,2.1e-05
0.989,0.999126,0.000873
0.989,0.999484,0.000516
0.989,0.999028,0.000972
0.989,0.912766,0.087234
0.989,0.982084,0.017916
0.989,0.950434,0.049566
0.989,0.705435,0.294565
0.995,0.997346,0.002654
0.995,0.996801,0.003199
0.995,0.994904,0.005096
0.995,0.999926,7.4e-05
0.995,0.995625,0.004375
0.995,0.999988,1.2e-05
0.995,0.999963,3.7e-05
0.995,0.963361,0.036639
0.995,0.931111,0.068889
0.995,0.999988,1.2e-05
0.995,0.964576,0.035424
0.995,0.992627,0.007373
0.995,0.999979,2.1e-05
0.995,0.99993,7e-05
0.995,0.997967,0.002033
0.995,0.999786,0.000214
0.995,0.997252,0.002748
0.995,0.999812,0.000189
0.995,0.999742,0.000258
0.995,0.991672,0.008329
0.995,0.999966,3.4e-05
0.995,0.965086,0.034915
0.995,0.999925,7.5e-05
0.995,0.977842,0.022158
0.995,0.955185,0.044815
0.995,0.588222,0.411778
0.995,0.999973,2.7e-05
0.995,0.998066,0.001934
0.995,0.999745,0.000255
0.995,0.9997,0.0003
0.995,0.790024,0.209976
0.995,0.999938,6.2e-05
0.995,0.988225,0.011775
0.995,0.999968,3.2e-05
0.995,0.983958,0.016042
0.995,0.967836,0.032164
0.995,0.99784,0.00216
0.995,0.999985,1.5e-05
0.995,0.990562,0.009438
0.995,0.597726,0.402274
0.995,0.984364,0.015636
0.995,0.982224,0.017776
0.995,0.998562,0.001438
0.995,0.999969,3.1e-05
0.995,0.979471,0.020529
0.995,0.999379,0.000621
0.995,0.998637,0.001363
0.995,0.998358,0.001642
0.995,0.998119,0.001881
0.995,0.988658,0.011342
0.995,0.445259,0.554741
0.995,0.828758,0.171242
0.995,0.989334,0.010666
0.995,0.99998,2e-05
0.995,0.210002,0.789998
0.995,0.999957,4.3e-05
0.995,0.998945,0.001055
0.995,0.934181,0.065819
0.995,0.999911,8.9e-05
0.995,0.99994,6e-05
0.995,0.973886,0.026114
0.995,0.998776,0.001224
0.995,0.99993,7e-05
0.995,0.972238,0.027761
0.995,0.999553,0.000447
0.995,0.998986,0.001014
0.995,0.999834,0.000166
0.995,0.998695,0.001305
0.995,0.995277,0.004723
0.995,0.999166,0.000833
0.995,0.999974,2.6e-05
0.995,0.156348,0.843652
0.995,0.996134,0.003866
0.995,0.998295,0.001705
0.995,0.918492,0.081508
0.995,0.999932,6.8e-05
0.995,0.26377,0.73623
0.995,0.999985,1.5e-05
0.995,0.998866,0.001134
0.995,0.939271,0.060729
0.995,0.993069,0.006931
0.995,0.998597,0.001403
0.995,0.603107,0.396893
0.995,0.839499,0.160501
0.995,0.823207,0.176793
0.995,0.999769,0.000231
0.995,0.99996,4.1e-05
0.995,0.987967,0.012033
0.995,0.984091,0.015909
0.995,0.999746,0.000254
0.995,0.84108,0.15892
0.995,0.937548,0.062452
0.995,0.999504,0.000496
0.995,0.999673,0.000327
0.995,0.999984,1.6e-05
0.995,0.999978,2.2e-05
0.995,0.999707,0.000293
0.995,0.999886,0.000114
0.995,0.999834,0.000166
0.995,0.996876,0.003124
1.002,0.952876,0.047124
1.002,0.999819,0.000181
1.002,0.715193,0.284807
1.002,0.981097,0.018903
1.002,0.447663,0.552337
1.002,0.47181,0.52819
1.002,0.949252,0.050748
1.002,0.985317,0.014683
1.002,0.976675,0.023325
1.002,0.994827,0.005173
1.002,0.999534,0.000466
1.002,0.999411,0.000589
1.002,0.999802,0.000198
1.002,0.979643,0.020357
1.002,0.999978,2.2e-05
1.002,0.997463,0.002537
1.002,0.992106,0.007894
1.002,0.003963,0.996037
1.002,0.924061,0.075939
1.002,0.999959,4.1e-05
1.002,0.998427,0.001573
1.002,0.999982,1.8e-05
1.002,0.999866,0.000134
1.002,0.993545,0.006455
1.002,0.999106,0.000894
1.002,0.987841,0.012159
1.002,0.980719,0.019281
1.002,0.999712,0.000288
1.002,0.999973,2.7e-05
1.002,0.666365,0.333635
1.002,0.99943,0.00057
1.002,0.995467,0.004533
1.002,0.999975,2.5e-05
1.002,0.997665,0.002335
1.002,0.999938,6.2e-05
1.002,0.976758,0.023242
1.002,0.99218,0.00782
1.002,0.999979,2.1e-05
1.002,0.906022,0.093978
1.002,0.999305,0.000695
1.002,0.998324,0.001676
1.002,0.982627,0.017373
1.002,0.999976,2.4e-05
1.002,0.812348,0.187652
1.002,0.999728,0.000272
1.002,0.814716,0.185284
1.002,0.997738,0.002262
1.002,0.999084,0.000916
1.002,0.999957,4.3e-05
1.002,0.99259,0.00741
1.002,0.997636,0.002364
1.002,0.489358,0.510642
1.002,0.998369,0.001631
1.002,0.972768,0.027232
1.002,0.989268,0.010732
1.002,0.999307,0.000693
1.002,0.99984,0.00016
1.002,0.999953,4.7e-05
1.002,0.998169,0.001831
1.002,0.989755,0.010245
1.002,0.999364,0.000636
1.002,0.958604,0.041396
1.002,0.999742,0.000258
1.002,0.921302,0.078698
1.002,0.998412,0.001588
1.002,0.999898,0.000102
1.002,0.999782,0.000218
1.002,0.999977,2.3e-05
1.002,0.998924,0.001076
1.002,0.999905,9.5e-05
1.002,0.999947,5.3e-05
1.002,0.203572,0.796428
1.002,0.996893,0.003107
1.002,0.999951,4.9e-05
1.002,0.999301,0.000699
1.002,0.958,0.042
1.002,0.999957,4.3e-05
1.002,0.999943,5.7e-05
1.002,0.999571,0.000429
1.002,0.999889,0.000111
1.002,0.838549,0.161451
1.002,0.999612,0.000388
1.002,0.990584,0.009416
1.002,0.999522,0.000478
1.002,0.999981,1.9e-05
1.002,0.998844,0.001156
1.002,0.999799,0.000201
1.002,0.996111,0.003889
1.002,0.726842,0.273158
1.002,0.999848,0.000152
1.002,0.849059,0.150941
1.002,0.728369,0.271631
1.002,0.999359,0.000641
1.002,0.996968,0.003032
1.002,0.989527,0.010473
1.002,0.968795,0.031205
1.002,0.999151,0.000849
1.002,0.993279,0.006721
1.002,0.984171,0.015829
1.002,0.934445,0.065555
1.008,0.9997,0.0003
1.008,0.285767,0.714233
1.008,0.991377,0.008623
1.008,0.91925,0.08075
1.008,0.152035,0.847965
1.008,0.873299,0.126701
1.008,0.999873,0.000127
1.008,0.999924,7.6e-05
1.008,0.97603,0.02397
1.008,0.994691,0.005309
1.008,0.775713,0.224287
1.008,0.997677,0.002323
1.008,0.996277,0.003723
1.008,0.997761,0.002239
1.008,0.996906,0.003094
1.008,0.655119,0.344881
1.008,0.988115,0.011885
1.008,0.996799,0.003201
1.008,0.985231,0.014769
1.008,0.379817,0.620183
1.008,0.993604,0.006396
1.008,0.99995,5e-05
1.008,0.987092,0.012908
1.008,0.928912,0.071088
1.008,0.96818,0.03182
1.008,0.999984,1.6e-05
1.008,0.183798,0.816202
1.008,0.996619,0.003381
1.008,0.999596,0.000404
1.008,0.991326,0.008674
1.008,0.999791,0.000209
1.008,0.95983,0.04017
1.008,0.99959,0.00041
1.008,0.9982,0.0018
1.008,0.973796,0.026204
1.008,0.998437,0.001563
1.008,0.999958,4.2e-05
1.008,0.989871,0.010129
1.008,0.999967,3.3e-05
1.008,0.998556,0.001444
1.008,0.99917,0.00083
1.008,0.999951,4.9e-05
1.008,0.139251,0.860749
1.008,0.999649,0.000351
1.008,0.999906,9.4e-05
1.008,0.999793,0.000207
1.008,0.999924,7.6e-05
1.008,0.015389,0.984611
1.008,0.999778,0.000222
1.008,0.985663,0.014337
1.008,0.999361,0.000639
1.008,0.999732,0.000268
1.008,0.914472,0.085528
1.008,0.997962,0.002038
1.008,0.996422,0.003578
1.008,0.999883,0.000117
1.008,0.898724,0.101276
1.008,0.889302,0.110698
1.008,0.991183,0.008817
1.008,0.944413,0.055587
1.008,0.993504,0.006496
1.008,0.985622,0.014378
1.008,0.999947,5.3e-05
1.008,0.045357,0.954643
1.008,0.999318,0.000681
1.008,0.986476,0.013524
1.008,0.996054,0.003946
1.008,0.994554,0.005446
1.008,0.999103,0.000897
1.008,0.999926,7.4e-05
1.008,0.999594,0.000406
1.008,0.998954,0.001046
1.008,0.744817,0.255183
1.008,0.986095,0.013905
1.008,0.999957,4.3e-05
1.008,0.563696,0.436304
1.008,0.995115,0.004885
1.008,0.856921,0.143079
1.008,0.998209,0.001791
1.008,0.878927,0.121073
1.008,0.999796,0.000204
1.008,0.999954,4.6e-05
1.008,0.031784,0.968216
1.008,0.972411,0.027589
1.008,0.997937,0.002063
1.008,0.019291,0.980709
1.008,0.797653,0.202347
1.008,0.999983,1.7e-05
1.008,0.999974,2.6e-05
1.008,0.947134,0.052866
1.008,0.387647,0.612353
1.008,0.928346,0.071654
1.008,0.073615,0.926385
1.008,0.979082,0.020918
1.008,0.358288,0.641712
1.008,0.996739,0.003261
1.008,0.999479,0.000521
1.008,0.999983,1.7e-05
1.008,0.93767,0.06233
1.008,0.964506,0.035494
1.014,0.999834,0.000166
1.014,0.881031,0.118969
1.014,0.997027,0.002973
1.014,0.999838,0.000162
1.014,0.999742,0.000258
1.014,0.743585,0.256415
1.014,0.998533,0.001467
1.014,0.999987,1.3e-05
1.014,0.067228,0.932772
1.014,0.999983,1.7e-05
1.014,0.999984,1.6e-05
1.014,0.997408,0.002592
1.014,0.999398,0.000602
1.014,0.431843,0.568157
1.014,0.998934,0.001066
1.014,0.920287,0.079713
1.014,0.981189,0.018811
1.014,0.413456,0.586544
1.014,0.831047,0.168953
1.014,0.999077,0.000923
1.014,0.998536,0.001464
1.014,0.025247,0.974753
1.014,0.999964,3.6e-05
1.014,0.999948,5.2e-05
1.014,0.394541,0.605459
1.014,0.999914,8.6e-05
1.014,0.955203,0.044797
1.014,0.692873,0.307127
1.014,0.99998,2e-05
1.014,0.999912,8.7e-05
1.014,0.998743,0.001257
1.014,0.999896,0.000104
1.014,0.183807,0.816193
1.014,0.992256,0.007744
1.014,0.999935,6.5e-05
1.014,0.999976,2.4e-05
1.014,0.882792,0.117208
1.014,0.99725,0.00275
1.014,0.999837,0.000163
1.014,0.999971,2.9e-05
1.014,0.998851,0.001149
1.014,0.99982,0.00018
1.014,0.671156,0.328844
1.014,0.992527,0.007473
1.014,0.999597,0.000403
1.014,0.987501,0.012499
1.014,0.232925,0.767075
1.014,0.784097,0.215903
1.014,0.99912,0.00088
1.014,0.990096,0.009904
1.014,0.908604,0.091396
1.014,0.99448,0.00552
1.014,0.999618,0.000382
1.014,0.991304,0.008696
1.014,0.979794,0.020206
1.014,0.999107,0.000893
1.014,0.998533,0.001467
1.014,0.999963,3.7e-05
1.014,0.974587,0.025413
1.014,0.999955,4.5e-05
1.014,0.648346,0.351654
1.014,0.996169,0.003831
1.014,0.999878,0.000122
1.014,0.989568,0.010432
1.014,0.984285,0.015715
1.014,0.999907,9.3e-05
1.014,0.997718,0.002282
1.014,0.395528,0.604472
1.014,0.999424,0.000576
1.014,0.247938,0.752062
1.014,0.801398,0.198602
1.014,0.997826,0.002174
1.014,0.982302,0.017698
1.014,0.999959,4.1e-05
1.014,0.999668,0.000332
1.014,0.978442,0.021558
1.014,0.869219,0.130781
1.014,0.999155,0.000845
1.014,0.996728,0.003272
1.014,0.157749,0.842251
1.014,0.999934,6.6e-05
1.014,0.984941,0.015059
1.014,0.999342,0.000658
1.014,0.011119,0.988881
1.014,0.996396,0.003604
1.014,0.999824,0.000176
1.014,0.996663,0.003337
1.014,0.99779,0.00221
1.014,0.999275,0.000725
1.014,0.997244,0.002756
1.014,0.918835,0.081165
1.014,0.398232,0.601768
1.014,0.649076,0.350924
1.014,0.613995,0.386005
1.014,0.830065,0.169935
1.014,0.999972,2.8e-05
1.014,0.999983,1.7e-05
1.014,0.999397,0.000603
1.014,0.99952,0.00048
1.014,0.560442,0.439558
1.02,0.303366,0.696634
1.02,0.960548,0.039452
1.02,0.672161,0.327839
1.02,0.999951,4.9e-05
1.02,0.986406,0.013594
1.02,0.759768,0.240232
1.02,0.999488,0.000512
1.02,0.453082,0.546918
1.02,0.999456,0.000544
1.02,0.999959,4.1e-05
1.02,0.996127,0.003873
1.02,0.999974,2.6e-05
1.02,0.999663,0.000337
1.02,0.999198,0.000802
1.02,0.999926,7.4e-05
1.02,0.84786,0.15214
1.02,0.858914,0.141086
1.02,0.999869,0.000131
1.02,0.999733,0.000267
1.02,0.994495,0.005505
1.02,0.999972,2.8e-05
1.02,0.469584,0.530416
1.02,0.803817,0.196183
1.02,0.999955,4.5e-05
1.02,0.99879,0.00121
1.02,0.999963,3.7e-05
1.02,0.99275,0.00725
1.02,0.989201,0.010799
1.02,0.73854,0.26146
1.02,0.94923,0.05077
1.02,0.99997,3e-05
1.02,0.997497,0.002503
1.02,0.961236,0.038764
1.02,0.990417,0.009583
1.02,0.99123,0.00877
1.02,0.987106,0.012894
1.02,0.999259,0.000741
1.02,0.99943,0.00057
1.02,0.967998,0.032002
1.02,0.999224,0.000776
1.02,0.997642,0.002358
1.02,0.936858,0.063142
1.02,0.765076,0.234924
1.02,0.999522,0.000478
1.02,0.999775,0.000225
1.02,0.366913,0.633087
1.02,0.99162,0.00838
1.02,0.999984,1.6e-05
1.02,0.895212,0.104788
1.02,0.967369,0.032631
1.02,0.999956,4.4e-05
1.02,0.992758,0.007242
1.02,0.637289,0.362711
1.02,0.999499,0.000501
1.02,0.974168,0.025832
1.02,0.69771,0.30229
1.02,0.991142,0.008857
1.02,0.972669,0.027331
1.02,0.999498,0.000502
1.02,0.844884,0.155116
1.02,0.976634,0.023366
1.02,0.945932,0.054068
1.02,0.999923,7.7e-05
1.02,0.999977,2.3e-05
1.02,0.998342,0.001658
1.02,0.992537,0.007463
1.02,0.999949,5.1e-05
1.02,0.998903,0.001097
1.02,0.818433,0.181567
1.02,0.997186,0.002814
1.02,0.957386,0.042614
1.02,0.998791,0.001209
1.02,0.99534,0.00466
1.02,0.926471,0.073529
1.02,0.609274,0.390726
1.02,0.997748,0.002252
1.02,0.962293,0.037707
1.02,0.998673,0.001327
1.02,0.982179,0.017821
1.02,0.532365,0.467635
1.02,0.994283,0.005717
1.02,0.978563,0.021437
1.02,0.013865,0.986135
1.02,0.976358,0.023642
1.02,0.902122,0.097878
1.02,0.704572,0.295428
1.02,0.996857,0.003143
1.02,0.895902,0.104098
1.02,0.965813,0.034187
1.02,0.992892,0.007108
1.02,0.990979,0.009021
1.02,0.99999,1e-05
1.02,0.999624,0.000376
1.02,0.999354,0.000646
1.02,0.998566,0.001434
1.02,0.99992,8e-05
1.02,0.999436,0.000564
1.02,0.85383,0.14617
1.02,0.99986,0.00014
1.02,0.998782,0.001218
1.026,0.997503,0.002497
1.026,0.99,0.01
1.026,0.901672,0.098328
1.026,0.989918,0.010082
1.026,0.999977,2.3e-05
1.026,0.979718,0.020282
1.026,0.933761,0.066239
1.026,0.199622,0.800378
1.026,0.999946,5.4e-05
1.026,0.994267,0.005733
1.026,0.999108,0.000892
1.026,0.996173,0.003827
1.026,0.866035,0.133965
1.026,0.91748,0.082519
1.026,0.999947,5.3e-05
1.026,0.023585,0.976415
1.026,0.99956,0.00044
1.026,0.99996,4e-05
1.026,0.9928,0.0072
1.026,0.999903,9.7e-05
1.026,0.999769,0.000231
1.026,0.977434,0.022566
1.026,0.996078,0.003922
1.026,0.999827,0.000173
1.026,0.999973,2.7e-05
1.026,0.964535,0.035465
1.026,0.99998,1.9e-05
1.026,0.999114,0.000886
1.026,0.989084,0.010916
1.026,0.923882,0.076118
1.026,0.023152,0.976848
1.026,0.998286,0.001714
1.026,0.004285,0.995715
1.026,0.60265,0.39735
1.026,0.999617,0.000383
1.026,0.998214,0.001786
1.026,0.999976,2.4e-05
1.026,0.767594,0.232406
1.026,0.915626,0.084374
1.026,0.990533,0.009467
1.026,0.044922,0.955078
1.026,0.878225,0.121775
1.026,0.713131,0.286869
1.026,0.999946,5.4e-05
1.026,0.999955,4.5e-05
1.026,0.978483,0.021517
1.026,0.998753,0.001247
1.026,0.99743,0.00257
1.026,0.025897,0.974103
1.026,0.952204,0.047796
1.026,0.99995,5e-05
1.026,0.983002,0.016998
1.026,0.773828,0.226172
1.026,0.997158,0.002842
1.026,0.11996,0.88004
1.026,0.999868,0.000132
1.026,0.995787,0.004213
1.026,0.999664,0.000336
1.026,0.974644,0.025356
1.026,0.999861,0.000139
1.026,0.991264,0.008736
1.026,0.198531,0.801469
1.026,0.999987,1.3e-05
1.026,0.99944,0.00056
1.026,0.9938,0.0062
1.026,0.993238,0.006762
1.026,0.999965,3.5e-05
1.026,0.999268,0.000732
1.026,0.76972,0.23028
1.026,0.997127,0.002873
1.026,0.756509,0.243491
1.026,0.997041,0.002959
1.026,0.983213,0.016787
1.026,0.721396,0.278604
1.026,0.992761,0.007239
1.026,0.815196,0.184804
1.026,0.999605,0.000395
1.026,0.999976,2.3e-05
1.026,0.99423,0.00577
1.026,0.999438,0.000562
1.026,0.936515,0.063485
1.026,0.443953,0.556047
1.026,0.999973,2.7e-05
1.026,0.409511,0.590489
1.026,0.996908,0.003092
1.026,0.896082,0.103918
1.026,0.988186,0.011814
1.026,0.657094,0.342906
1.026,0.999773,0.000227
1.026,0.745598,0.254402
1.026,0.985146,0.014854
1.026,0.999948,5.2e-05
1.026,0.977086,0.022914
1.026,0.994555,0.005445
1.026,0.720101,0.279899
1.026,0.989063,0.010937
1.026,0.999929,7.1e-05
1.026,0.999977,2.3e-05
1.026,0.992566,0.007434
1.026,0.999973,2.7e-05
1.032,0.996385,0.003615
1.032,0.999956,4.4e-05
1.032,0.995016,0.004984
1.032,0.983103,0.016897
1.032,0.996865,0.003135
1.032,0.999787,0.000213
1.032,0.374536,0.625464
1.032,0.108152,0.891848
1.032,0.99263,0.00737
1.032,0.994972,0.005028
1.032,0.995369,0.004631
1.032,0.997434,0.002567
1.032,0.999829,0.000171
1.032,0.999928,7.2e-05
1.032,0.992767,0.007233
1.032,0.007885,0.992115
1.032,0.99947,0.00053
1.032,0.999748,0.000252
1.032,0.996783,0.003217
1.032,0.989162,0.010838
1.032,0.381337,0.618663
1.032,0.706755,0.293244
1.032,0.992511,0.007489
1.032,0.999558,0.000442
1.032,0.999909,9.1e-05
1.032,0.999888,0.000112
1.032,0.999256,0.000744
1.032,0.999952,4.8e-05
1.032,0.801721,0.198279
1.032,0.983416,0.016584
1.032,0.805684,0.194316
1.032,0.916658,0.083342
1.032,0.917947,0.082053
1.032,0.967439,0.032561
1.032,0.818341,0.181659
1.032,0.948837,0.051163
1.032,0.998847,0.001153
1.032,0.995433,0.004567
1.032,0.999887,0.000113
1.032,0.097006,0.902994
1.032,0.999942,5.8e-05
1.032,0.947853,0.052147
1.032,0.985221,0.014779
1.032,0.999423,0.000577
1.032,0.221649,0.778351
1.032,0.774502,0.225498
1.032,0.918801,0.081199
1.032,0.998871,0.001129
1.032,0.999947,5.3e-05
1.032,0.999978,2.2e-05
1.032,0.999973,2.7e-05
1.032,0.993699,0.006301
1.032,0.504232,0.495768
1.032,0.178194,0.821806
1.032,0.981904,0.018096
1.032,0.503501,0.496499
1.032,0.999361,0.000639
1.032,0.999145,0.000855
1.032,0.976554,0.023446
1.032,0.975305,0.024695
1.032,0.79808,0.20192
1.032,0.126254,0.873746
1.032,0.995265,0.004735
1.032,0.713488,0.286512
1.032,0.745717,0.254283
1.032,0.99984,0.00016
1.032,0.887631,0.112369
1.032,0.99994,6e-05
1.032,0.996966,0.003034
1.032,0.867595,0.132405
1.032,0.875224,0.124775
1.032,0.975621,0.024379
1.032,0.09247,0.90753
1.032,0.205821,0.794179
1.032,0.857027,0.142973
1.032,0.999855,0.000145
1.032,0.999793,0.000207
1.032,0.903315,0.096685
1.032,0.014468,0.985532
1.032,0.998692,0.001308
1.032,0.551442,0.448558
1.032,0.997246,0.002754
1.032,0.994346,0.005654
1.032,0.495347,0.504653
1.032,0.999417,0.000583
1.032,0.023816,0.976184
1.032,0.129556,0.870444
1.032,0.896791,0.103209
1.032,0.579991,0.420009
1.032,0.999812,0.000189
1.032,0.4928,0.5072
1.032,0.999929,7.1e-05
1.032,0.999562,0.000438
1.032,0.588469,0.411531
1.032,0.999177,0.000823
1.032,0.999085,0.000915
1.032,0.999291,0.000709
1.032,0.998699,0.001301
1.032,0.999903,9.7e-05
1.032,0.999634,0.000366
1.038,0.509367,0.490633
1.038,0.997352,0.002648
1.038,0.999986,1.4e-05
1.038,0.996937,0.003063
1.038,0.984316,0.015684
1.038,0.600208,0.399792
1.038,0.998438,0.001562
1.038,0.997253,0.002747
1.038,0.99999,1e-05
1.038,0.999937,6.3e-05
1.038,0.999047,0.000953
1.038,0.99934,0.00066
1.038,0.988869,0.011131
1.038,0.999878,0.000122
1.038,0.999835,0.000165
1.038,0.999211,0.000789
1.038,0.997054,0.002946
1.038,0.897156,0.102844
1.038,0.99086,0.00914
1.038,0.999261,0.000739
1.038,0.61241,0.387589
1.038,0.999774,0.000226
1.038,0.998317,0.001683
1.038,0.999819,0.000181
1.038,0.950402,0.049598
1.038,0.999942,5.8e-05
1.038,0.991152,0.008848
1.038,0.999716,0.000284
1.038,0.01695,0.98305
1.038,0.991505,0.008495
1.038,0.593387,0.406613
1.038,0.999912,8.8e-05
1.038,0.081071,0.918929
1.038,0.518312,0.481688
1.038,0.999883,0.000117
1.038,0.446146,0.553854
1.038,0.979141,0.020859
1.038,0.994328,0.005672
1.038,0.093193,0.906807
1.038,0.999937,6.3e-05
1.038,0.999924,7.6e-05
1.038,0.918133,0.081867
1.038,0.999891,0.000109
1.038,0.999677,0.000323
1.038,0.998345,0.001655
1.038,0.998996,0.001004
1.038,0.997886,0.002115
1.038,0.994958,0.005042
1.038,0.701551,0.298449
1.038,0.968246,0.031754
1.038,0.761427,0.238573
1.038,0.999989,1.1e-05
1.038,0.999757,0.000243
1.038,0.082607,0.917393
1.038,0.909533,0.090467
1.038,0.998801,0.001199
1.038,0.979729,0.020271
1.038,0.992488,0.007512
1.038,0.940935,0.059065
1.038,0.955648,0.044352
1.038,0.974878,0.025122
1.038,0.988647,0.011353
1.038,0.997701,0.002299
1.038,0.968664,0.031336
1.038,0.999971,2.9e-05
1.038,0.884842,0.115158
1.038,0.681359,0.318641
1.038,0.963041,0.036959
1.038,0.096165,0.903835
1.038,0.999974,2.6e-05
1.038,0.960355,0.039645
1.038,0.792715,0.207285
1.038,0.311695,0.688305
1.038,0.99999,1e-05
1.038,0.999843,0.000157
1.038,0.031546,0.968454
1.038,0.998308,0.001692
1.038,0.999861,0.000139
1.038,0.999598,0.000402
1.038,0.99999,1e-05
1.038,0.001841,0.998159
1.038,0.999768,0.000232
1.038,0.997797,0.002203
1.038,0.999935,6.5e-05
1.038,0.946573,0.053427
1.038,0.998286,0.001714
1.038,0.115797,0.884203
1.038,0.99993,7e-05
1.038,0.472825,0.527175
1.038,0.999857,0.000143
1.038,0.1286,0.8714
1.038,0.983405,0.016595
1.038,0.99993,7e-05
1.038,0.987269,0.012731
1.038,0.999977,2.3e-05
1.038,0.996167,0.003833
1.038,0.999091,0.000909
1.038,0.999922,7.8e-05
1.038,0.941041,0.058959
1.038,0.26991,0.73009
1.044,0.99954,0.00046
1.044,0.999448,0.000553
1.044,0.252714,0.747286
1.044,0.99662,0.00338
1.044,0.999534,0.000466
1.044,0.999972,2.8e-05
1.044,0.256702,0.743298
1.044,0.998631,0.001369
1.044,0.999473,0.000527
1.044,0.549277,0.450723
1.044,0.997479,0.002521
1.044,0.983805,0.016195
1.044,0.997676,0.002324
1.044,0.951938,0.048062
1.044,0.998962,0.001038
1.044,0.99216,0.00784
1.044,0.999739,0.000261
1.044,0.999295,0.000705
1.044,0.948868,0.051132
1.044,0.985267,0.014733
1.044,0.596026,0.403974
1.044,0.999879,0.000121
1.044,0.998466,0.001534
1.044,0.999038,0.000962
1.044,0.996982,0.003018
1.044,0.984781,0.015219
1.044,0.878254,0.121746
1.044,0.999971,2.9e-05
1.044,0.999983,1.7e-05
1.044,0.999909,9.1e-05
1.044,0.9953,0.0047
1.044,0.337495,0.662505
1.044,0.999485,0.000515
1.044,0.998286,0.001714
1.044,0.921544,0.078456
1.044,0.972232,0.027769
1.044,0.99988,0.00012
1.044,0.907249,0.092751
1.044,0.996702,0.003298
1.044,0.973228,0.026772
1.044,0.667246,0.332754
1.044,0.999916,8.4e-05
1.044,0.99763,0.00237
1.044,0.174312,0.825688
1.044,0.996805,0.003195
1.044,0.99802,0.00198
1.044,0.999573,0.000427
1.044,0.999763,0.000237
1.044,0.994601,0.005399
1.044,0.982518,0.017482
1.044,0.999974,2.6e-05
1.044,0.992061,0.007939
1.044,0.999964,3.6e-05
1.044,0.996089,0.003911
1.044,0.355141,0.644859
1.044,0.998541,0.001459
1.044,0.999798,0.000202
1.044,0.999914,8.6e-05
1.044,0.822729,0.177271
1.044,0.998657,0.001343
1.044,0.983674,0.016326
1.044,0.997339,0.002661
1.044,0.718697,0.281303
1.044,0.999982,1.8e-05
1.044,0.347772,0.652228
1.044,0.997691,0.002309
1.044,0.999867,0.000133
1.044,0.999938,6.2e-05
1.044,0.479414,0.520586
1.044,0.983408,0.016591
1.044,0.996776,0.003224
1.044,0.998499,0.001501
1.044,0.9977,0.0023
1.044,0.978468,0.021532
1.044,0.975253,0.024747
1.044,0.900523,0.099477
1.044,0.999982,1.8e-05
1.044,0.999439,0.000561
1.044,0.991154,0.008846
1.044,0.004391,0.995609
1.044,0.973744,0.026256
1.044,0.968237,0.031763
1.044,0.999977,2.3e-05
1.044,0.809269,0.190731
1.044,0.933017,0.066983
1.044,0.999939,6.1e-05
1.044,0.000184,0.999816
1.044,0.985879,0.014121
1.044,0.034127,0.965873
1.044,0.999565,0.000435
1.044,0.115577,0.884423
1.044,0.999856,0.000144
1.044,0.990904,0.009096
1.044,0.157912,0.842088
1.044,0.999926,7.4e-05
1.044,0.99405,0.00595
1.044,0.984856,0.015144
1.044,0.999186,0.000814
1.044,0.999965,3.5e-05
1.044,0.977145,0.022855
1.05,0.999779,0.000221
1.05,0.999985,1.5e-05
1.05,0.356972,0.643028
1.05,0.911886,0.088114
1.05,0.945916,0.054084
1.05,0.998824,0.001176
1.05,0.878611,0.121389
1.05,0.942967,0.057033
1.05,0.999046,0.000954
1.05,0.999631,0.000369
1.05,0.959149,0.040851
1.05,0.999905,9.5e-05
1.05,0.7279,0.2721
1.05,0.910456,0.089544
1.05,0.999406,0.000594
1.05,0.995356,0.004644
1.05,0.961421,0.038579
1.05,0.156736,0.843264
1.05,0.999761,0.000239
1.05,0.999447,0.000553
1.05,0.999887,0.000113
1.05,0.980302,0.019698
1.05,0.999861,0.000139
1.05,0.999132,0.000868
1.05,0.999981,1.9e-05
1.05,0.996883,0.003117
1.05,0.999233,0.000767
1.05,0.999734,0.000266
1.05,0.973292,0.026708
1.05,0.531524,0.468476
1.05,0.887793,0.112207
1.05,0.998556,0.001444
1.05,0.999968,3.2e-05
1.05,0.095929,0.904071
1.05,0.996488,0.003512
1.05,0.999866,0.000134
1.05,0.999988,1.2e-05
1.05,0.968426,0.031574
1.05,0.999922,7.7e-05
1.05,0.59942,0.40058
1.05,0.641838,0.358163
1.05,0.995955,0.004045
1.05,0.007912,0.992088
