temperature,ordered_probability,amorphous_probability
0.989,0.999908,9.2e-05
0.989,0.982296,0.017703
0.989,0.999797,0.000203
0.989,0.600316,0.399684
0.989,0.256304,0.743696
0.989,0.882322,0.117678
0.989,0.99702,0.00298
0.989,0.85512,0.14488
0.989,0.999898,0.000102
0.989,0.169503,0.830497
0.989,0.999441,0.000559
0.989,0.991921,0.008079
0.989,0.999961,3.9e-05
0.989,0.999974,2.6e-05
0.989,0.895197,0.104803
0.989,0.996992,0.003008
0.989,0.538072,0.461928
0.989,0.99877,0.00123
0.989,0.99746,0.00254
0.989,0.999968,3.2e-05
0.989,0.967539,0.032461
0.989,0.974242,0.025758
0.989,0.317961,0.682039
0.989,0.994796,0.005204
0.989,0.99972,0.000279
0.989,0.999782,0.000218
0.989,0.686375,0.313625
0.989,0.693426,0.306574
0.989,0.999532,0.000468
0.989,0.997531,0.002469
0.989,0.993968,0.006032
0.989,0.979298,0.020702
0.989,0.999525,0.000475
0.989,0.600095,0.399905
0.989,0.999968,3.2e-05
0.989,0.944722,0.055278
0.989,0.997185,0.002815
0.989,0.999965,3.5e-05
0.989,0.999715,0.000285
0.989,0.795374,0.204626
0.989,0.032505,0.967495
0.989,0.941207,0.058793
0.989,0.999968,3.2e-05
0.989,0.999881,0.000119
0.989,0.999058,0.000942
0.989,0.999978,2.2e-05
0.989,0.999262,0.000738
0.989,0.999319,0.000681
0.989,0.607339,0.392661
0.995,0.999478,0.000522
0.995,0.999842,0.000158
0.995,0.111885,0.888115
0.995,0.999887,0.000113
0.995,0.954456,0.045544
0.995,0.99998,2e-05
0.995,0.999928,7.2e-05
0.995,0.980872,0.019128
0.995,0.426356,0.573644
0.995,0.999981,1.9e-05
0.995,0.999974,2.6e-05
0.995,0.490565,0.509435
0.995,0.960898,0.039102
0.995,0.499159,0.500841
0.995,0.992235,0.007765
0.995,0.992818,0.007182
0.995,0.998037,0.001963
0.995,0.895178,0.104822
0.995,0.997813,0.002187
0.995,0.998519,0.001481
0.995,0.839943,0.160057
0.995,0.649028,0.350972
0.995,0.063708,0.936292
0.995,0.982415,0.017585
0.995,0.998971,0.001029
0.995,0.999097,0.000903
0.995,0.892989,0.107011
0.995,0.913258,0.086742
0.995,0.999946,5.4e-05
0.995,0.99999,1e-05
0.995,0.997928,0.002072
0.995,0.999849,0.000151
0.995,0.999769,0.000231
0.995,0.146188,0.853812
0.995,0.989574,0.010426
0.995,0.999316,0.000684
0.995,0.99976,0.00024
0.995,0.999992,8e-06
0.995,0.986393,0.013607
0.995,0.999038,0.000962
0.995,0.997304,0.002696
0.995,0.999594,0.000406
0.995,0.475114,0.524886
0.995,0.35538,0.64462
0.995,0.99999,1e-05
0.995,0.999968,3.2e-05
0.995,0.999805,0.000195
0.995,0.782869,0.217131
0.995,0.999785,0.000215
0.995,0.999609,0.000391
0.995,0.989888,0.010112
0.995,0.999985,1.5e-05
0.995,0.996917,0.003083
0.995,0.562376,0.437624
0.995,0.999935,6.5e-05
0.995,0.998946,0.001054
0.995,0.129823,0.870178
0.995,0.989662,0.010338
0.995,0.99816,0.00184
0.995,0.135464,0.864536
0.995,0.78935,0.21065
0.995,0.996302,0.003698
0.995,0.895353,0.104647
0.995,0.051657,0.948343
0.995,0.999971,2.9e-05
0.995,0.999958,4.2e-05
0.995,0.582294,0.417706
0.995,0.924955,0.075045
0.995,0.999973,2.7e-05
0.995,0.997779,0.002221
0.995,0.999978,2.2e-05
0.995,0.010602,0.989398
0.995,0.511171,0.488829
0.995,0.999876,0.000124
0.995,0.947054,0.052946
0.995,0.993488,0.006512
0.995,0.700125,0.299875
0.995,0.857246,0.142754
0.995,0.603225,0.396775
0.995,0.999924,7.6e-05
0.995,0.999886,0.000114
0.995,0.995321,0.004679
0.995,0.999922,7.8e-05
0.995,0.613496,0.386504
0.995,0.999923,7.7e-05
0.995,0.996862,0.003138
0.995,0.999845,0.000155
0.995,0.993671,0.006329
0.995,0.999035,0.000965
0.995,0.999876,0.000124
0.995,0.999742,0.000258
0.995,0.484089,0.515911
0.995,0.999043,0.000957
0.995,0.9999,1e-04
0.995,0.298527,0.701473
0.995,0.986562,0.013438
0.995,0.97145,0.02855
0.995,0.99878,0.00122
0.995,0.999783,0.000217
0.995,0.982521,0.017479
1.002,0.999913,8.7e-05
1.002,0.949635,0.050365
1.002,0.998893,0.001107
1.002,0.877452,0.122549
1.002,0.171168,0.828832
1.002,0.867496,0.132504
1.002,0.998216,0.001784
1.002,0.939494,0.060506
1.002,0.970381,0.029619
1.002,0.998902,0.001098
1.002,0.87585,0.12415
1.002,0.999868,0.000132
1.002,0.995887,0.004113
1.002,0.999197,0.000803
1.002,0.999157,0.000843
1.002,0.999989,1.1e-05
1.002,0.97245,0.02755
1.002,0.999932,6.8e-05
1.002,0.999744,0.000256
1.002,0.997583,0.002417
1.002,0.909237,0.090764
1.002,0.720395,0.279605
1.002,0.026043,0.973958
1.002,0.999861,0.000139
1.002,0.999926,7.4e-05
1.002,0.945668,0.054332
1.002,0.998628,0.001372
1.002,0.883308,0.116692
1.002,0.948822,0.051178
1.002,0.999572,0.000428
1.002,0.956529,0.043471
1.002,0.9566,0.0434
1.002,0.999989,1.1e-05
1.002,0.53772,0.46228
1.002,0.996051,0.003949
1.002,0.762546,0.237454
1.002,0.043102,0.956898
1.002,0.998586,0.001414
1.002,0.403405,0.596595
1.002,0.963286,0.036714
1.002,0.956426,0.043574
1.002,0.152951,0.847049
1.002,0.176706,0.823294
1.002,0.810739,0.189261
1.002,0.999012,0.000988
1.002,0.999546,0.000454
1.002,0.994478,0.005522
1.002,0.999651,0.000349
1.002,0.130991,0.86901
1.002,0.601942,0.398058
1.002,0.972692,0.027308
1.002,0.986724,0.013276
1.002,0.271357,0.728643
1.002,0.996789,0.003211
1.002,0.991434,0.008566
1.002,0.999481,0.000519
1.002,0.860674,0.139326
1.002,0.313729,0.686271
1.002,0.96295,0.037049
1.002,0.999938,6.2e-05
1.002,0.76382,0.23618
1.002,0.999466,0.000534
1.002,0.493823,0.506177
1.002,0.967569,0.032431
1.002,0.975872,0.024128
1.002,0.883852,0.116148
1.002,0.999935,6.5e-05
1.002,0.999924,7.6e-05
1.002,0.995602,0.004398
1.002,0.999862,0.000137
1.002,0.82137,0.17863
1.002,0.980777,0.019223
1.002,0.999976,2.4e-05
1.002,0.999146,0.000854
1.002,0.999642,0.000358
1.002,0.925266,0.074734
1.002,0.999966,3.4e-05
1.002,0.823056,0.176944
1.002,0.994079,0.005921
1.002,0.794798,0.205202
1.002,0.995353,0.004647
1.002,0.999867,0.000133
1.002,0.998906,0.001094
1.002,0.998422,0.001578
1.002,0.978266,0.021734
1.002,0.108903,0.891098
1.002,0.99925,0.00075
1.002,0.989609,0.010391
1.002,0.975074,0.024926
1.002,0.998029,0.001971
1.002,0.965286,0.034714
1.002,0.970092,0.029908
1.002,0.999101,0.000899
1.002,0.999906,9.4e-05
1.002,0.999965,3.5e-05
1.002,0.992262,0.007738
1.002,0.999971,2.9e-05
1.002,0.998251,0.001749
1.002,0.981684,0.018316
1.002,0.99021,0.00979
1.008,0.878115,0.121885
1.008,0.994893,0.005107
1.008,0.999743,0.000257
1.008,0.999972,2.8e-05
1.008,0.999406,0.000594
1.008,0.162573,0.837427
1.008,0.999369,0.000631
1.008,0.995293,0.004707
1.008,0.920821,0.079179
1.008,0.762999,0.237001
1.008,0.999943,5.7e-05
1.008,0.996042,0.003958
1.008,0.999105,0.000895
1.008,0.999212,0.000788
1.008,0.9997,0.0003
1.008,0.999641,0.000359
1.008,0.999931,6.9e-05
1.008,0.703156,0.296844
1.008,0.157362,0.842638
1.008,0.716946,0.283054
1.008,0.180849,0.819151
1.008,0.997061,0.002939
1.008,0.962404,0.037596
1.008,0.971672,0.028328
1.008,0.996927,0.003073
1.008,0.996303,0.003697
1.008,0.563035,0.436965
1.008,0.998325,0.001675
1.008,0.989115,0.010885
1.008,0.999795,0.000206
1.008,0.998895,0.001105
1.008,0.978108,0.021892
1.008,0.983201,0.016798
1.008,0.999236,0.000763
1.008,0.999905,9.5e-05
1.008,0.984886,0.015114
1.008,0.359852,0.640148
1.008,0.100197,0.899803
1.008,0.998442,0.001558
1.008,0.968298,0.031702
1.008,0.794874,0.205126
1.008,0.105012,0.894988
1.008,0.999089,0.000911
1.008,0.521702,0.478298
1.008,0.98772,0.01228
1.008,0.602964,0.397036
1.008,0.364598,0.635402
1.008,0.999779,0.000221
1.008,0.9999,1e-04
1.008,0.912925,0.087075
1.008,0.998118,0.001882
1.008,0.924243,0.075757
1.008,0.997648,0.002352
1.008,0.050031,0.949969
1.008,0.041382,0.958618
1.008,0.987288,0.012712
1.008,0.002325,0.997675
1.008,0.999488,0.000512
1.008,0.01972,0.98028
1.008,0.999959,4.1e-05
1.008,0.986634,0.013365
1.008,0.998226,0.001774
1.008,0.969025,0.030975
1.008,0.999904,9.6e-05
1.008,0.998105,0.001895
1.008,0.00584,0.99416
1.008,0.972879,0.027121
1.008,0.995528,0.004472
1.008,0.403916,0.596085
1.008,0.597551,0.402449
1.008,0.998137,0.001863
1.008,0.984014,0.015986
1.008,0.998418,0.001582
1.008,0.998674,0.001326
1.008,0.952943,0.047057
1.008,0.001416,0.998584
1.008,0.995482,0.004518
1.008,0.996445,0.003555
1.008,0.998952,0.001048
1.008,0.962273,0.037727
1.008,0.999869,0.00013
1.008,0.999943,5.7e-05
1.008,0.996424,0.003576
1.008,0.914345,0.085655
1.008,0.840032,0.159968
1.008,0.323894,0.676106
1.008,0.999969,3.1e-05
1.008,0.387946,0.612054
1.008,0.998168,0.001832
1.008,0.221453,0.778547
1.008,0.992524,0.007476
1.008,0.993811,0.006189
1.008,0.999945,5.5e-05
1.008,0.945978,0.054022
1.008,0.999745,0.000255
1.008,0.999797,0.000203
1.008,0.999955,4.5e-05
1.008,0.999889,0.000111
1.008,0.999973,2.7e-05
1.008,0.999232,0.000768
1.014,0.902167,0.097833
1.014,0.32394,0.67606
1.014,0.99885,0.00115
1.014,0.686597,0.313403
1.014,0.822914,0.177086
1.014,0.893951,0.106049
1.014,0.021668,0.978332
1.014,0.819792,0.180209
1.014,0.999805,0.000195
1.014,0.90191,0.09809
1.014,0.998546,0.001454
1.014,0.994966,0.005034
1.014,0.082113,0.917887
1.014,0.999956,4.4e-05
1.014,0.171412,0.828588
1.014,0.774224,0.225776
1.014,0.576164,0.423836
1.014,0.999911,8.9e-05
1.014,0.989924,0.010076
1.014,0.999745,0.000255
1.014,0.568183,0.431817
1.014,0.980375,0.019625
1.014,0.99344,0.00656
1.014,0.939235,0.060765
1.014,0.999787,0.000213
1.014,0.99384,0.00616
1.014,0.999228,0.000772
1.014,0.999195,0.000805
1.014,0.245404,0.754596
1.014,0.999795,0.000205
1.014,0.348218,0.651782
1.014,0.999959,4.1e-05
1.014,0.010664,0.989336
1.014,0.590997,0.409003
1.014,0.744755,0.255245
1.014,0.635911,0.364089
1.014,0.405098,0.594902
1.014,0.998156,0.001843
1.014,0.680936,0.319064
1.014,0.975597,0.024403
1.014,0.272337,0.727663
1.014,0.70015,0.29985
1.014,0.999794,0.000206
1.014,0.965537,0.034463
1.014,0.991155,0.008845
1.014,0.92477,0.07523
1.014,0.994801,0.005199
1.014,0.246279,0.753721
1.014,0.998674,0.001326
1.014,0.999955,4.5e-05
1.014,0.995099,0.004901
1.014,0.9796,0.0204
1.014,0.99954,0.00046
1.014,0.997141,0.002859
1.014,0.999877,0.000123
1.014,0.531038,0.468962
1.014,0.90599,0.09401
1.014,0.162197,0.837803
1.014,0.582288,0.417712
1.014,0.291304,0.708696
1.014,0.983439,0.016561
1.014,0.943337,0.056663
1.014,0.999946,5.4e-05
1.014,0.99977,0.00023
1.014,0.914698,0.085302
1.014,0.999847,0.000153
1.014,0.970765,0.029235
1.014,0.999982,1.8e-05
1.014,0.999482,0.000518
1.014,0.993088,0.006912
1.014,0.014001,0.985999
1.014,0.998477,0.001523
1.014,0.99993,7e-05
1.014,0.262178,0.737822
1.014,0.03568,0.96432
1.014,0.964262,0.035738
1.014,0.523411,0.476589
1.014,0.229432,0.770568
1.014,0.997101,0.002899
1.014,0.934432,0.065568
1.014,0.996909,0.003091
1.014,0.907683,0.092317
1.014,0.999956,4.4e-05
1.014,0.993572,0.006428
1.014,0.99313,0.00687
1.014,0.545771,0.454229
1.014,0.007148,0.992852
1.014,0.436226,0.563774
1.014,0.679548,0.320452
1.014,0.999963,3.7e-05
1.014,0.999438,0.000562
1.014,0.998791,0.001209
1.014,0.952919,0.047081
1.014,0.999974,2.5e-05
1.014,0.965366,0.034634
1.014,0.994671,0.005329
1.014,0.735804,0.264196
1.014,0.999109,0.000891
1.014,0.992515,0.007485
1.014,0.855288,0.144712
1.02,0.999919,8.1e-05
1.02,0.234885,0.765115
1.02,0.907931,0.092069
1.02,0.999965,3.5e-05
1.02,0.999323,0.000677
1.02,0.999745,0.000255
1.02,0.798652,0.201348
1.02,0.999935,6.5e-05
1.02,0.990773,0.009227
1.02,0.999948,5.2e-05
1.02,0.635961,0.364039
1.02,0.956975,0.043025
1.02,0.887665,0.112335
1.02,0.983879,0.016121
1.02,0.999903,9.7e-05
1.02,0.999287,0.000713
1.02,0.990598,0.009402
1.02,0.012331,0.987669
1.02,0.064366,0.935634
1.02,0.999882,0.000117
1.02,0.98906,0.01094
1.02,0.99551,0.00449
1.02,0.989892,0.010108
1.02,0.998441,0.001559
1.02,0.451483,0.548517
1.02,0.404318,0.595682
1.02,0.855445,0.144555
1.02,0.999979,2.1e-05
1.02,0.900406,0.099594
1.02,0.999946,5.4e-05
1.02,0.999962,3.9e-05
1.02,0.990696,0.009304
1.02,0.999185,0.000815
1.02,0.452003,0.547997
1.02,0.975889,0.024111
1.02,0.762056,0.237944
1.02,0.999974,2.6e-05
1.02,0.934309,0.065691
1.02,0.996949,0.003051
1.02,0.999444,0.000556
1.02,0.062504,0.937496
1.02,0.999941,5.9e-05
1.02,0.999985,1.5e-05
1.02,0.994577,0.005423
1.02,0.760389,0.239611
1.02,0.990704,0.009296
1.02,0.477339,0.522661
1.02,0.999967,3.3e-05
1.02,0.999813,0.000188
1.02,0.999704,0.000296
1.02,0.99958,0.00042
1.02,0.017666,0.982334
1.02,0.975618,0.024382
1.02,0.99989,0.00011
1.02,0.282237,0.717764
1.02,0.997233,0.002767
1.02,0.998654,0.001346
1.02,0.722398,0.277602
1.02,0.001851,0.998149
1.02,0.98167,0.018331
1.02,0.964738,0.035262
1.02,0.999267,0.000733
1.02,0.979535,0.020465
1.02,0.995435,0.004565
1.02,0.989048,0.010952
1.02,0.999952,4.8e-05
1.02,0.703953,0.296047
1.02,0.999536,0.000464
1.02,0.01756,0.98244
1.02,0.993824,0.006176
1.02,0.999972,2.8e-05
1.02,0.999988,1.2e-05
1.02,0.996793,0.003207
1.02,0.601029,0.398971
1.02,0.999753,0.000247
1.02,0.702635,0.297365
1.02,0.999931,6.9e-05
1.02,0.999832,0.000168
1.02,0.508514,0.491486
1.02,0.066662,0.933338
1.02,0.984717,0.015283
1.02,0.74779,0.25221
1.02,0.998313,0.001687
1.02,0.988974,0.011026
1.02,0.999574,0.000426
1.02,0.993054,0.006946
1.02,0.835048,0.164952
1.02,0.995684,0.004316
1.02,0.999974,2.6e-05
1.02,0.90481,0.09519
1.02,0.993653,0.006347
1.02,0.867486,0.132514
1.02,0.99921,0.00079
1.02,0.997212,0.002788
1.02,0.788885,0.211115
1.02,0.999944,5.6e-05
1.02,0.9609,0.0391
1.02,0.999983,1.7e-05
1.02,0.999663,0.000337
1.02,0.996693,0.003307
1.026,0.353894,0.646106
1.026,0.999604,0.000396
1.026,0.983523,0.016477
1.026,0.99595,0.00405
1.026,0.998615,0.001385
1.026,0.999913,8.7e-05
1.026,0.999925,7.5e-05
1.026,0.54454,0.45546
1.026,0.999768,0.000232
1.026,0.999993,7e-06
1.026,0.961972,0.038028
1.026,0.977784,0.022216
1.026,0.723718,0.276282
1.026,0.999893,0.000107
1.026,0.053259,0.946741
1.026,0.998134,0.001866
1.026,0.99991,9e-05
1.026,0.999328,0.000672
1.026,0.943231,0.056769
1.026,0.996285,0.003715
1.026,0.999477,0.000523
1.026,0.032139,0.967861
1.026,0.999986,1.4e-05
1.026,0.689021,0.310979
1.026,0.078836,0.921164
1.026,0.753518,0.246482
1.026,0.007309,0.992691
1.026,0.527332,0.472668
1.026,0.41111,0.58889
1.026,0.951502,0.048498
1.026,0.298844,0.701156
1.026,0.99846,0.00154
1.026,0.995846,0.004154
1.026,0.999942,5.8e-05
1.026,0.105315,0.894685
1.026,0.97287,0.02713
1.026,0.997588,0.002412
1.026,0.999816,0.000184
1.026,0.773154,0.226846
1.026,0.978842,0.021158
1.026,0.999864,0.000136
1.026,0.914072,0.085928
1.026,0.998802,0.001198
1.026,0.997017,0.002983
1.026,0.076957,0.923043
1.026,0.99659,0.00341
1.026,0.999866,0.000134
1.026,0.206202,0.793798
1.026,0.993982,0.006018
1.026,0.905007,0.094993
1.026,0.284198,0.715802
1.026,0.402004,0.597996
1.026,0.875598,0.124402
1.026,0.999865,0.000135
1.026,0.050476,0.949524
1.026,0.874685,0.125315
1.026,0.980712,0.019289
1.026,0.042934,0.957066
1.026,0.883646,0.116354
1.026,0.964475,0.035525
1.026,0.999956,4.3e-05
1.026,0.828237,0.171763
1.026,0.889741,0.110259
1.026,0.999911,8.9e-05
1.026,0.970474,0.029526
1.026,0.930574,0.069425
1.026,0.477776,0.522224
1.026,0.910585,0.089415
1.026,0.998504,0.001496
1.026,0.999727,0.000273
1.026,0.999623,0.000377
1.026,0.966429,0.033571
1.026,0.067755,0.932245
1.026,0.996539,0.003461
1.026,0.999501,0.000499
1.026,0.999612,0.000388
1.026,0.999422,0.000578
1.026,0.225023,0.774977
1.026,0.890294,0.109706
1.026,0.977633,0.022367
1.026,0.999955,4.5e-05
1.026,0.317718,0.682282
1.026,0.980358,0.019642
1.026,0.988569,0.011431
1.026,0.557823,0.442177
1.026,0.606502,0.393498
1.026,0.999888,0.000112
1.026,0.864666,0.135334
1.026,0.997186,0.002814
1.026,0.244801,0.755199
1.026,0.993578,0.006422
1.026,0.976769,0.023231
1.026,0.999747,0.000253
1.026,0.999574,0.000426
1.026,0.997685,0.002315
1.026,0.449023,0.550977
1.026,0.999858,0.000142
1.026,0.975581,0.024419
1.026,0.764508,0.235492
1.026,0.998718,0.001282
1.032,0.790058,0.209942
1.032,0.673369,0.326631
1.032,0.967386,0.032615
1.032,0.996817,0.003183
1.032,0.999571,0.000429
1.032,0.968883,0.031117
1.032,0.977098,0.022901
1.032,0.78407,0.21593
1.032,0.340737,0.659263
1.032,0.998353,0.001647
1.032,0.866393,0.133607
1.032,0.014454,0.985546
1.032,0.051435,0.948565
1.032,0.82898,0.17102
1.032,0.606648,0.393352
1.032,0.572985,0.427015
1.032,0.998477,0.001523
1.032,0.773495,0.226505
1.032,0.976997,0.023003
1.032,0.992077,0.007923
1.032,0.997793,0.002207
1.032,0.998799,0.001201
1.032,0.999042,0.000958
1.032,0.999452,0.000548
1.032,0.999899,0.000101
1.032,0.997465,0.002535
1.032,0.998373,0.001627
1.032,0.980813,0.019187
1.032,0.999885,0.000115
1.032,0.028056,0.971944
1.032,0.999514,0.000486
1.032,0.996221,0.003779
1.032,0.991369,0.008631
1.032,0.837059,0.162941
1.032,0.98924,0.01076
1.032,0.999645,0.000355
1.032,0.999142,0.000858
1.032,0.714556,0.285444
1.032,0.750152,0.249848
1.032,0.998323,0.001677
1.032,0.998274,0.001726
1.032,0.986263,0.013737
1.032,0.999827,0.000173
1.032,0.999491,0.000509
1.032,0.193398,0.806602
1.032,0.99995,5e-05
1.032,0.469107,0.530893
1.032,0.998267,0.001733
1.032,0.747291,0.252709
1.032,0.997674,0.002326
1.032,0.999984,1.6e-05
1.032,0.521595,0.478405
1.032,0.999884,0.000116
1.032,0.014811,0.985189
1.032,0.038914,0.961086
1.032,0.957162,0.042838
1.032,0.088688,0.911312
1.032,0.999865,0.000135
1.032,0.239039,0.760961
1.032,0.998653,0.001347
1.032,0.659624,0.340376
1.032,0.979682,0.020318
1.032,0.919354,0.080646
1.032,0.999987,1.3e-05
1.032,0.990944,0.009056
1.032,0.998975,0.001025
1.032,0.906221,0.093779
1.032,0.999582,0.000418
1.032,0.962655,0.037345
1.032,0.997875,0.002125
1.032,0.543585,0.456415
1.032,0.975197,0.024803
1.032,0.963685,0.036315
1.032,0.999974,2.6e-05
1.032,0.606801,0.393199
1.032,0.999893,0.000107
1.032,0.181648,0.818352
1.032,0.996235,0.003765
1.032,0.999916,8.4e-05
1.032,0.997032,0.002968
1.032,0.999961,3.9e-05
1.032,0.999675,0.000325
1.032,0.993868,0.006132
1.032,0.999938,6.2e-05
1.032,0.552826,0.447174
1.032,0.971324,0.028676
1.032,0.942242,0.057758
1.032,0.309316,0.690684
1.032,0.985994,0.014006
1.032,0.996658,0.003342
1.032,0.986784,0.013217
1.032,0.969888,0.030112
1.032,0.998988,0.001012
1.032,0.988663,0.011337
1.032,0.997391,0.002609
1.032,0.099319,0.900681
1.032,0.998095,0.001905
1.032,0.957419,0.042581
1.032,0.989217,0.010783
1.032,0.99701,0.00299
1.038,0.999978,2.2e-05
1.038,0.999936,6.4e-05
1.038,0.714453,0.285547
1.038,0.673099,0.3269
1.038,0.684039,0.315961
1.038,0.750918,0.249082
1.038,0.860878,0.139122
1.038,0.697008,0.302992
1.038,0.700589,0.299411
1.038,0.993969,0.006031
1.038,0.748814,0.251186
1.038,0.991818,0.008182
1.038,0.99712,0.00288
1.038,0.999195,0.000805
1.038,0.050246,0.949754
1.038,0.288644,0.711356
1.038,0.627371,0.37263
1.038,0.964265,0.035735
1.038,0.839064,0.160936
1.038,0.989564,0.010436
1.038,0.999652,0.000348
1.038,0.718757,0.281243
1.038,0.741125,0.258875
1.038,0.99992,8e-05
1.038,0.999185,0.000815
1.038,0.710075,0.289925
1.038,0.998188,0.001812
1.038,0.994168,0.005831
1.038,0.995285,0.004715
1.038,0.945922,0.054078
1.038,0.999887,0.000113
1.038,0.981778,0.018222
1.038,0.985968,0.014032
1.038,0.92169,0.07831
1.038,0.061061,0.938939
1.038,0.999984,1.7e-05
1.038,0.998152,0.001848
1.038,0.984499,0.015501
1.038,0.893882,0.106118
1.038,0.020772,0.979228
1.038,0.917813,0.082187
1.038,0.99983,0.00017
1.038,0.002022,0.997978
1.038,0.994218,0.005782
1.038,0.998726,0.001274
1.038,0.731458,0.268542
1.038,0.87418,0.12582
1.038,0.997969,0.002031
1.038,0.491628,0.508372
1.038,0.999065,0.000935
1.038,0.997754,0.002246
1.038,0.787289,0.212711
1.038,0.221944,0.778056
1.038,0.213741,0.786259
1.038,0.712733,0.287267
1.038,0.993688,0.006312
1.038,0.999868,0.000132
1.038,0.995484,0.004516
1.038,0.583868,0.416132
1.038,0.999861,0.000139
1.038,0.993396,0.006604
1.038,0.102569,0.897431
1.038,0.99305,0.00695
1.038,0.056385,0.943615
1.038,0.072949,0.927051
1.038,0.994873,0.005127
1.038,0.974833,0.025167
1.038,0.002524,0.997476
1.038,0.999739,0.000261
1.038,0.999876,0.000123
1.038,0.338671,0.661329
1.038,0.020332,0.979668
1.038,0.989984,0.010016
1.038,0.999477,0.000523
1.038,0.999616,0.000384
1.038,0.936534,0.063466
1.038,0.947716,0.052284
1.038,0.165574,0.834426
1.038,0.426185,0.573815
1.038,0.978337,0.021663
1.038,0.996777,0.003223
1.038,0.992572,0.007428
1.038,0.382996,0.617004
1.038,0.98882,0.01118
1.038,0.999942,5.8e-05
1.038,0.245131,0.754869
1.038,0.618076,0.381924
1.038,0.264178,0.735822
1.038,0.997196,0.002804
1.038,0.99942,0.00058
1.038,0.997585,0.002415
1.038,0.997065,0.002935
1.038,0.999335,0.000665
1.038,0.972347,0.027653
1.038,0.999963,3.7e-05
1.038,0.998938,0.001062
1.038,0.985463,0.014537
1.038,0.999897,0.000103
1.038,0.999787,0.000213
1.038,0.292682,0.707318
1.044,0.999824,0.000176
1.044,0.900242,0.099758
1.044,0.999952,4.8e-05
1.044,0.80126,0.19874
1.044,0.87224,0.12776
1.044,0.999727,0.000273
1.044,0.589931,0.410069
1.044,0.84775,0.15225
1.044,0.997159,0.002841
1.044,0.659263,0.340737
1.044,0.486886,0.513114
1.044,0.309553,0.690447
1.044,0.983082,0.016918
1.044,0.65559,0.34441
1.044,0.992881,0.007119
1.044,0.998359,0.001641
1.044,0.999821,0.000179
1.044,0.789678,0.210322
1.044,0.996699,0.003301
1.044,0.999198,0.000802
1.044,0.003102,0.996898
1.044,0.405808,0.594192
1.044,0.98188,0.01812
1.044,0.767086,0.232914
1.044,0.10742,0.89258
1.044,0.871378,0.128622
1.044,0.708148,0.291852
1.044,0.901893,0.098107
1.044,0.999796,0.000204
1.044,0.020324,0.979676
1.044,0.98018,0.01982
1.044,0.042366,0.957634
1.044,0.999743,0.000257
1.044,0.999656,0.000344
1.044,0.999186,0.000814
1.044,0.999833,0.000167
1.044,0.970817,0.029183
1.044,0.209182,0.790818
1.044,0.216342,0.783658
1.044,0.99984,0.00016
1.044,0.311914,0.688086
1.044,0.989537,0.010463
1.044,0.995825,0.004175
1.044,0.977322,0.022678
1.044,0.000419,0.999581
1.044,0.999846,0.000154
1.044,0.971399,0.028601
1.044,0.999907,9.3e-05
1.044,0.118175,0.881825
1.044,0.993507,0.006493
1.044,0.101721,0.898279
1.044,0.001704,0.998296
1.044,0.007252,0.992748
1.044,0.999961,3.9e-05
1.044,0.998396,0.001604
1.044,0.312626,0.687374
1.044,0.999984,1.6e-05
1.044,0.141771,0.858229
1.044,0.961164,0.038836
1.044,0.939571,0.060429
1.044,0.579202,0.420798
1.044,0.999851,0.000149
1.044,0.999837,0.000163
1.044,0.9979,0.0021
1.044,0.289931,0.710069
1.044,0.830782,0.169218
1.044,0.932834,0.067166
1.044,0.232871,0.767129
1.044,0.294708,0.705292
1.044,0.040793,0.959206
1.044,0.649067,0.350933
1.044,0.998428,0.001572
1.044,0.62339,0.37661
1.044,0.999975,2.5e-05
1.044,0.189214,0.810786
1.044,0.999632,0.000368
1.044,0.999232,0.000768
1.044,0.99871,0.00129
1.044,0.961975,0.038025
1.044,0.993832,0.006168
1.044,0.999663,0.000337
1.044,0.889249,0.110751
1.044,0.592347,0.407653
1.044,0.998843,0.001157
1.044,0.999341,0.000659
1.044,0.696732,0.303268
1.044,0.986115,0.013885
1.044,0.430106,0.569894
1.044,0.999103,0.000897
1.044,0.99961,0.00039
1.044,0.97571,0.02429
1.044,0.999945,5.5e-05
1.044,0.775321,0.224679
1.044,0.999492,0.000508
1.044,0.879549,0.120451
1.044,0.999928,7.2e-05
1.044,0.114619,0.885381
1.044,0.99963,0.00037
1.044,0.683062,0.316939
1.044,0.996178,0.003822
1.05,0.99963,0.00037
1.05,0.905501,0.094499
1.05,0.999485,0.000515
1.05,0.539556,0.460444
1.05,0.998718,0.001282
1.05,0.996415,0.003585
1.05,0.743138,0.256863
1.05,0.123876,0.876124
1.05,0.964827,0.035173
1.05,0.99718,0.00282
1.05,0.034064,0.965936
1.05,0.981586,0.018414
1.05,0.993524,0.006476
1.05,0.11892,0.88108
1.05,0.972936,0.027064
1.05,0.024382,0.975618
1.05,0.280382,0.719618
1.05,0.860848,0.139152
1.05,0.997372,0.002628
1.05,0.324717,0.675283
1.05,0.887059,0.112941
1.05,0.998225,0.001775
1.05,0.98573,0.01427
1.05,0.999815,0.000185
1.05,0.961617,0.038383
1.05,0.992042,0.007959
1.05,0.651386,0.348614
1.05,0.254289,0.745711
1.05,0.997915,0.002085
1.05,1e-04,0.9999
1.05,0.694711,0.305289
1.05,0.940624,0.059376
1.05,0.039406,0.960594
1.05,0.992365,0.007635
1.05,0.990476,0.009524
