temperature,ordered_probability,amorphous_probability
0.856,0.962152,0.037848
0.856,0.999955,4.5e-05
0.856,0.99999,1e-05
0.856,0.999985,1.5e-05
0.856,0.999892,0.000108
0.856,0.997183,0.002817
0.856,0.999992,8e-06
0.856,0.999868,0.000132
0.856,0.997692,0.002308
0.856,0.999935,6.5e-05
0.856,0.999963,3.7e-05
0.856,0.930717,0.069283
0.856,0.949991,0.050009
0.856,0.999976,2.4e-05
0.856,0.999993,7e-06
0.856,0.999992,7e-06
0.856,0.999856,0.000144
0.856,0.999401,0.000599
0.856,0.999967,3.3e-05
0.856,0.99999,1e-05
0.856,0.9949,0.0051
0.856,0.999988,1.3e-05
0.856,0.999991,9e-06
0.856,0.999982,1.8e-05
0.856,0.999964,3.6e-05
0.856,0.99999,1e-05
0.856,0.999954,4.6e-05
0.856,0.999951,4.9e-05
0.856,0.999994,6e-06
0.856,0.999987,1.3e-05
0.856,0.999931,6.9e-05
0.856,0.999992,8e-06
0.856,0.442063,0.557937
0.856,0.990584,0.009416
0.856,0.973044,0.026956
0.856,0.999991,9e-06
0.856,0.999111,0.000889
0.862,0.964532,0.035468
0.862,0.994938,0.005062
0.862,0.992211,0.007789
0.862,0.998279,0.001721
0.862,0.998235,0.001765
0.862,0.999969,3.1e-05
0.862,0.96247,0.03753
0.862,0.911471,0.088529
0.862,0.999993,7e-06
0.862,0.580721,0.419279
0.862,0.999989,1.1e-05
0.862,0.999964,3.6e-05
0.862,0.999981,1.9e-05
0.862,0.999971,2.9e-05
0.862,0.999982,1.8e-05
0.862,0.998968,0.001032
0.862,0.999979,2.1e-05
0.862,0.999928,7.2e-05
0.862,0.999986,1.4e-05
0.862,0.999934,6.6e-05
0.862,0.999971,2.9e-05
0.862,0.999769,0.000231
0.862,0.989768,0.010232
0.862,0.994649,0.005351
0.862,0.999992,7e-06
0.862,0.998079,0.001921
0.862,0.999106,0.000894
0.862,0.999644,0.000356
0.862,0.998998,0.001002
0.862,0.999834,0.000166
0.862,0.999989,1.1e-05
0.862,0.996057,0.003943
0.862,0.997589,0.002411
0.862,0.999982,1.8e-05
0.862,0.999986,1.4e-05
0.862,0.999983,1.7e-05
0.862,0.952178,0.047822
0.862,0.999525,0.000475
0.862,0.991538,0.008461
0.862,0.999978,2.2e-05
0.862,0.999988,1.2e-05
0.862,0.999988,1.2e-05
0.862,0.999989,1.1e-05
0.862,0.999991,9e-06
0.862,0.999966,3.3e-05
0.862,0.998237,0.001764
0.862,0.999986,1.4e-05
0.862,0.999983,1.7e-05
0.862,0.999993,7e-06
0.862,0.999978,2.2e-05
0.862,0.999991,9e-06
0.862,0.999959,4.1e-05
0.862,0.999172,0.000828
0.862,0.999903,9.7e-05
0.862,0.948546,0.051454
0.862,0.93655,0.06345
0.862,0.995271,0.004729
0.862,0.900638,0.099362
0.862,0.999994,6e-06
0.862,0.933916,0.066084
0.862,0.803746,0.196254
0.862,0.999352,0.000648
0.862,0.999993,7e-06
0.862,0.97662,0.023381
0.862,0.911862,0.088137
0.862,0.990384,0.009616
0.862,0.999847,0.000153
0.862,0.966246,0.033754
0.862,0.181286,0.818714
0.862,0.984078,0.015922
0.862,0.999594,0.000406
0.862,0.999958,4.2e-05
0.862,0.894068,0.105932
0.862,0.999978,2.2e-05
0.862,0.99998,2.1e-05
0.862,0.999964,3.6e-05
0.862,0.996332,0.003667
0.862,0.859458,0.140542
0.862,0.927447,0.072553
0.862,0.999983,1.7e-05
0.862,0.987822,0.012178
0.862,0.999989,1.1e-05
0.862,0.999989,1.1e-05
0.862,0.999993,7e-06
0.862,0.996521,0.003479
0.862,0.99998,2e-05
0.862,0.999987,1.3e-05
0.862,0.99997,3e-05
0.862,0.999986,1.4e-05
0.862,0.999832,0.000168
0.862,0.999562,0.000438
0.862,0.999979,2.1e-05
0.862,0.999992,7e-06
0.862,0.999987,1.3e-05
0.862,0.999993,7e-06
0.862,0.997362,0.002638
0.862,0.912977,0.087023
0.862,0.999809,0.000191
0.862,0.999992,8e-06
0.862,0.926814,0.073186
0.868,0.999254,0.000746
0.868,0.999977,2.3e-05
0.868,0.999985,1.5e-05
0.868,0.999988,1.3e-05
0.868,0.999974,2.6e-05
0.868,0.999008,0.000992
0.868,0.999988,1.2e-05
0.868,0.999968,3.2e-05
0.868,0.999958,4.2e-05
0.868,0.999966,3.4e-05
0.868,0.99925,0.000749
0.868,0.999633,0.000367
0.868,0.999358,0.000642
0.868,0.999979,2.1e-05
0.868,0.999977,2.3e-05
0.868,0.999946,5.4e-05
0.868,0.999779,0.000221
0.868,0.999957,4.3e-05
0.868,0.998702,0.001298
0.868,0.999978,2.2e-05
0.868,0.992008,0.007992
0.868,0.990774,0.009226
0.868,0.99973,0.00027
0.868,0.990633,0.009367
0.868,0.99981,0.00019
0.868,0.999988,1.2e-05
0.868,0.999932,6.8e-05
0.868,0.999994,6e-06
0.868,0.99979,0.00021
0.868,0.999558,0.000442
0.868,0.995492,0.004508
0.868,0.999917,8.3e-05
0.868,0.999712,0.000288
0.868,0.999662,0.000338
0.868,0.998534,0.001466
0.868,0.998906,0.001094
0.868,0.995529,0.004471
0.868,0.999799,0.000201
0.868,0.999981,1.9e-05
0.868,0.829972,0.170028
0.868,0.999927,7.3e-05
0.868,0.913747,0.086254
0.868,0.999985,1.5e-05
0.868,0.999989,1.1e-05
0.868,0.99998,2e-05
0.868,0.999987,1.3e-05
0.868,0.999689,0.000311
0.868,0.999936,6.5e-05
0.868,0.999969,3.1e-05
0.868,0.993733,0.006267
0.868,0.996628,0.003373
0.868,0.99867,0.00133
0.868,0.996387,0.003613
0.868,0.999984,1.6e-05
0.868,0.999844,0.000156
0.868,0.99999,1e-05
0.868,0.998814,0.001186
0.868,0.999979,2.1e-05
0.868,0.99951,0.00049
0.868,0.999985,1.5e-05
0.868,0.999971,2.9e-05
0.868,0.999082,0.000918
0.868,0.99999,1e-05
0.868,0.99998,2e-05
0.868,0.996408,0.003591
0.868,0.998909,0.001091
0.868,0.999972,2.8e-05
0.868,0.997673,0.002327
0.868,0.931692,0.068308
0.868,0.981394,0.018606
0.868,0.991686,0.008314
0.868,0.999327,0.000673
0.868,0.999992,8e-06
0.868,0.999993,7e-06
0.868,0.999751,0.000249
0.868,0.999937,6.3e-05
0.868,0.994432,0.005568
0.868,0.999992,8e-06
0.868,0.999986,1.4e-05
0.868,0.983127,0.016873
0.868,0.980099,0.019901
0.868,0.975204,0.024796
0.868,0.996261,0.003739
0.868,0.997538,0.002462
0.868,0.999978,2.2e-05
0.868,0.999994,6e-06
0.868,0.999991,9e-06
0.868,0.999978,2.2e-05
0.868,0.99999,1e-05
0.868,0.999992,8e-06
0.868,0.908573,0.091427
0.868,0.992521,0.007479
0.868,0.999994,6e-06
0.868,0.999994,6e-06
0.868,0.945142,0.054858
0.868,0.987036,0.012964
0.868,0.999988,1.2e-05
0.868,0.999939,6.1e-05
0.868,0.999941,5.9e-05
0.868,0.999706,0.000294
0.874,0.98157,0.01843
0.874,0.999993,7e-06
0.874,0.99973,0.00027
0.874,0.999992,8e-06
0.874,0.99996,4e-05
0.874,0.714202,0.285798
0.874,0.997051,0.002949
0.874,0.999992,8e-06
0.874,0.999966,3.3e-05
0.874,0.996683,0.003317
0.874,0.999992,8e-06
0.874,0.615335,0.384665
0.874,0.999246,0.000754
0.874,0.999947,5.3e-05
0.874,0.991818,0.008182
0.874,0.999803,0.000197
0.874,0.892196,0.107804
0.874,0.90579,0.094211
0.874,0.995213,0.004787
0.874,0.999977,2.3e-05
0.874,0.999962,3.8e-05
0.874,0.999993,7e-06
0.874,0.999414,0.000586
0.874,0.99999,1e-05
0.874,0.878522,0.121478
0.874,0.999962,3.8e-05
0.874,0.999973,2.7e-05
0.874,0.928483,0.071517
0.874,0.997437,0.002563
0.874,0.99927,0.000729
0.874,0.999973,2.7e-05
0.874,0.999981,1.9e-05
0.874,0.81753,0.18247
0.874,0.969574,0.030426
0.874,0.99999,1e-05
0.874,0.304785,0.695215
0.874,0.999973,2.7e-05
0.874,0.999774,0.000226
0.874,0.999983,1.7e-05
0.874,0.999677,0.000323
0.874,0.999908,9.2e-05
0.874,0.999981,1.9e-05
0.874,0.999985,1.5e-05
0.874,0.999944,5.6e-05
0.874,0.999918,8.2e-05
0.874,0.996127,0.003873
0.874,0.999991,9e-06
0.874,0.999981,1.9e-05
0.874,0.999167,0.000833
0.874,0.999806,0.000194
0.874,0.999853,0.000147
0.874,0.999993,7e-06
0.874,0.99999,1e-05
0.874,0.999624,0.000376
0.874,0.999988,1.2e-05
0.874,0.993109,0.006891
0.874,0.999991,9e-06
0.874,0.994646,0.005354
0.874,0.999993,7e-06
0.874,0.999988,1.2e-05
0.874,0.994569,0.005431
0.874,0.999782,0.000218
0.874,0.926366,0.073634
0.874,0.999978,2.2e-05
0.874,0.999737,0.000263
0.874,0.998154,0.001846
0.874,0.99999,1e-05
0.874,0.630905,0.369095
0.874,0.999959,4.1e-05
0.874,0.997978,0.002022
0.874,0.92567,0.07433
0.874,0.999855,0.000145
0.874,0.987436,0.012564
0.874,0.999979,2.1e-05
0.874,0.995257,0.004743
0.874,0.998113,0.001887
0.874,0.999744,0.000256
0.874,0.999976,2.4e-05
0.874,0.999991,9e-06
0.874,0.999978,2.2e-05
0.874,0.99927,0.00073
0.874,0.868045,0.131955
0.874,0.999963,3.7e-05
0.874,0.99995,5e-05
0.874,0.999993,7e-06
0.874,0.99995,5e-05
0.874,0.999989,1.1e-05
0.874,0.999991,9e-06
0.874,0.999989,1.1e-05
0.874,0.999994,6e-06
0.874,0.995075,0.004925
0.874,0.999969,3.1e-05
0.874,0.999932,6.8e-05
0.874,0.999975,2.5e-05
0.874,0.999987,1.3e-05
0.874,0.999763,0.000237
0.874,0.999989,1.1e-05
0.874,0.9995,0.0005
0.874,0.99999,1e-05
0.874,0.972583,0.027417
0.88,0.99999,1e-05
0.88,0.999945,5.5e-05
0.88,0.99999,1e-05
0.88,0.998547,0.001453
0.88,0.999984,1.6e-05
0.88,0.996337,0.003663
0.88,0.99781,0.00219
0.88,0.981,0.019
0.88,0.999994,6e-06
0.88,0.99876,0.00124
0.88,0.787161,0.212839
0.88,0.999457,0.000543
0.88,0.999137,0.000863
0.88,0.997885,0.002115
0.88,0.999984,1.6e-05
0.88,0.999968,3.2e-05
0.88,0.991803,0.008197
0.88,0.999938,6.2e-05
0.88,0.999978,2.2e-05
0.88,0.999981,1.9e-05
0.88,0.99993,7e-05
0.88,0.998962,0.001038
0.88,0.999537,0.000463
0.88,0.776664,0.223336
0.88,0.999992,8e-06
0.88,0.999912,8.8e-05
0.88,0.953886,0.046114
0.88,0.989189,0.010811
0.88,0.999988,1.2e-05
0.88,0.99965,0.00035
0.88,0.999894,0.000106
0.88,0.925929,0.074071
0.88,0.998131,0.001869
0.88,0.984044,0.015956
0.88,0.999983,1.7e-05
0.88,0.999953,4.7e-05
0.88,0.842546,0.157454
0.88,0.998794,0.001206
0.88,0.99984,0.00016
0.88,0.999991,9e-06
0.88,0.998786,0.001214
0.88,0.999584,0.000416
0.88,0.999991,9e-06
0.88,0.999951,4.9e-05
0.88,0.999837,0.000163
0.88,0.999991,9e-06
0.88,0.994844,0.005156
0.88,0.998295,0.001705
0.88,0.999975,2.5e-05
0.88,0.999993,7e-06
0.88,0.999982,1.8e-05
0.88,0.981061,0.018939
0.88,0.983786,0.016214
0.88,0.999956,4.4e-05
0.88,0.999981,1.9e-05
0.88,0.999985,1.5e-05
0.88,0.999956,4.4e-05
0.88,0.999987,1.3e-05
0.88,0.999991,9e-06
0.88,0.999874,0.000126
0.88,0.999974,2.6e-05
0.88,0.999992,8e-06
0.88,0.984373,0.015627
0.88,0.999987,1.3e-05
0.88,0.999436,0.000564
0.88,0.98442,0.01558
0.88,0.844823,0.155177
0.88,0.999883,0.000117
0.88,0.993768,0.006232
0.88,0.99319,0.00681
0.88,0.999257,0.000743
0.88,0.88614,0.11386
0.88,0.879986,0.120014
0.88,0.999986,1.3e-05
0.88,0.99997,3e-05
0.88,0.999908,9.2e-05
0.88,0.893862,0.106138
0.88,0.995719,0.004281
0.88,0.999924,7.6e-05
0.88,0.995517,0.004483
0.88,0.999427,0.000573
0.88,0.999962,3.8e-05
0.88,0.999992,8e-06
0.88,0.999982,1.8e-05
0.88,0.999972,2.8e-05
0.88,0.999125,0.000875
0.88,0.999903,9.7e-05
0.88,0.99993,7e-05
0.88,0.955241,0.044759
0.88,0.999774,0.000226
0.88,0.914197,0.085803
0.88,0.998723,0.001277
0.88,0.998763,0.001237
0.88,0.807744,0.192256
0.88,0.999987,1.3e-05
0.88,0.998709,0.001291
0.88,0.999757,0.000243
0.88,0.505972,0.494028
0.88,0.954503,0.045497
0.88,0.999993,7e-06
0.886,0.980595,0.019405
0.886,0.999991,9e-06
0.886,0.997866,0.002134
0.886,0.99999,1e-05
0.886,0.958061,0.041939
0.886,0.999993,7e-06
0.886,0.665881,0.334119
0.886,0.995375,0.004625
0.886,0.984631,0.015369
0.886,0.998555,0.001445
0.886,0.998319,0.001681
0.886,0.999984,1.6e-05
0.886,0.999939,6.1e-05
0.886,0.999482,0.000518
0.886,0.9871,0.0129
0.886,0.98888,0.01112
0.886,0.997586,0.002414
0.886,0.973235,0.026765
0.886,0.999991,9e-06
0.886,0.996249,0.003751
0.886,0.909907,0.090093
0.886,0.99999,1e-05
0.886,0.999971,2.9e-05
0.886,0.999982,1.8e-05
0.886,0.995853,0.004147
0.886,0.984248,0.015752
0.886,0.999332,0.000669
0.886,0.999588,0.000412
0.886,0.999867,0.000133
0.886,0.999983,1.7e-05
0.886,0.999993,7e-06
0.886,0.999992,8e-06
0.886,0.941658,0.058343
0.886,0.999967,3.3e-05
0.886,0.999989,1.1e-05
0.886,0.99383,0.00617
0.886,0.999508,0.000492
0.886,0.999768,0.000232
0.886,0.999929,7.1e-05
0.886,0.999987,1.3e-05
0.886,0.999119,0.000881
0.886,0.993034,0.006966
0.886,0.923668,0.076332
0.886,0.977319,0.022681
0.886,0.885628,0.114372
0.886,0.99952,0.00048
0.886,0.243013,0.756987
0.886,0.646498,0.353502
0.886,0.999976,2.4e-05
0.886,0.998829,0.001171
0.886,0.995896,0.004104
0.886,0.999993,7e-06
0.886,0.984044,0.015956
0.886,0.999448,0.000552
0.886,0.975564,0.024436
0.886,0.999993,7e-06
0.886,0.999943,5.7e-05
0.886,0.999892,0.000108
0.886,0.993461,0.006539
0.886,0.999809,0.000191
0.886,0.994755,0.005245
0.886,0.999976,2.4e-05
0.886,0.978246,0.021754
0.886,0.999986,1.4e-05
0.886,0.998417,0.001583
0.886,0.980356,0.019644
0.886,0.980347,0.019653
0.886,0.999992,8e-06
0.886,0.999979,2.1e-05
0.886,0.999065,0.000935
0.886,0.998865,0.001135
0.886,0.999987,1.3e-05
0.886,0.999975,2.5e-05
0.886,0.999971,2.9e-05
0.886,0.863281,0.136719
0.886,0.999913,8.7e-05
0.886,0.809934,0.190066
0.886,0.999681,0.000319
0.886,0.999957,4.3e-05
0.886,0.99976,0.00024
0.886,0.999967,3.3e-05
0.886,0.999754,0.000246
0.886,0.999936,6.4e-05
0.886,0.993761,0.006239
0.886,0.999958,4.2e-05
0.886,0.998632,0.001368
0.886,0.999867,0.000133
0.886,0.551054,0.448946
0.886,0.941202,0.058798
0.886,0.999989,1.1e-05
0.886,0.999915,8.5e-05
0.886,0.999328,0.000672
0.886,0.999914,8.6e-05
0.886,0.999949,5.1e-05
0.886,0.793707,0.206293
0.886,0.999117,0.000883
0.886,0.999398,0.000603
0.886,0.999945,5.5e-05
0.886,0.999985,1.5e-05
0.886,0.999977,2.3e-05
0.892,0.999988,1.2e-05
0.892,0.999732,0.000268
0.892,0.999936,6.4e-05
0.892,0.999572,0.000428
0.892,0.986085,0.013915
0.892,0.999911,8.9e-05
0.892,0.989674,0.010326
0.892,0.999948,5.1e-05
0.892,0.999991,9e-06
0.892,0.999645,0.000355
0.892,0.998058,0.001942
0.892,0.999972,2.8e-05
0.892,0.999982,1.8e-05
0.892,0.818522,0.181478
0.892,0.999762,0.000238
0.892,0.999968,3.2e-05
0.892,0.682379,0.317621
0.892,0.999382,0.000618
0.892,0.999988,1.2e-05
0.892,0.994805,0.005195
0.892,0.999984,1.6e-05
0.892,0.490565,0.509435
0.892,0.999989,1.1e-05
0.892,0.99999,1e-05
0.892,0.997499,0.002501
0.892,0.999966,3.4e-05
0.892,0.99723,0.00277
0.892,0.96433,0.03567
0.892,0.992233,0.007767
0.892,0.999981,1.9e-05
0.892,0.994602,0.005398
0.892,0.999978,2.2e-05
0.892,0.999966,3.4e-05
0.892,0.999648,0.000352
0.892,0.999982,1.8e-05
0.892,0.898774,0.101227
0.892,0.999982,1.8e-05
0.892,0.998961,0.001039
0.892,0.993981,0.006019
0.892,0.997382,0.002618
0.892,0.999869,0.000131
0.892,0.99604,0.00396
0.892,0.999808,0.000192
0.892,0.999916,8.4e-05
0.892,0.998992,0.001008
0.892,0.802077,0.197923
0.892,0.999952,4.8e-05
0.892,0.964603,0.035397
0.892,0.999068,0.000932
0.892,0.999982,1.8e-05
0.892,0.973498,0.026502
0.892,0.999966,3.4e-05
0.892,0.999876,0.000124
0.892,0.99744,0.00256
0.892,0.997475,0.002525
0.892,0.999983,1.7e-05
0.892,0.964972,0.035028
0.892,0.99355,0.00645
0.892,0.999785,0.000215
0.892,0.999962,3.8e-05
0.892,0.891372,0.108628
0.892,0.999482,0.000519
0.892,0.961042,0.038958
0.892,0.944788,0.055212
0.892,0.968829,0.03117
0.892,0.999774,0.000226
0.892,0.997594,0.002406
0.892,0.999994,6e-06
0.892,0.999989,1.1e-05
0.892,0.99999,1e-05
0.892,0.999172,0.000828
0.892,0.999958,4.2e-05
0.892,0.999989,1.1e-05
0.892,0.903777,0.096223
0.892,0.993715,0.006285
0.892,0.99954,0.00046
0.892,0.999854,0.000146
0.892,0.999981,1.9e-05
0.892,0.999992,8e-06
0.892,0.926178,0.073822
0.892,0.99999,1e-05
0.892,0.961163,0.038837
0.892,0.999947,5.3e-05
0.892,0.940473,0.059527
0.892,0.999982,1.8e-05
0.892,0.999993,7e-06
0.892,0.999898,0.000102
0.892,0.978798,0.021202
0.892,0.996159,0.003841
0.892,0.999758,0.000242
0.892,0.999953,4.7e-05
0.892,0.99999,1e-05
0.892,0.999994,6e-06
0.892,0.999993,7e-06
0.892,0.999885,0.000115
0.892,0.999446,0.000554
0.892,0.999553,0.000447
0.892,0.575663,0.424337
0.892,0.999993,7e-06
0.892,0.99998,2e-05
0.898,0.977347,0.022653
0.898,0.102422,0.897578
0.898,0.999966,3.4e-05
0.898,0.999988,1.3e-05
0.898,0.99991,9e-05
0.898,0.999982,1.8e-05
0.898,0.999531,0.000469
0.898,0.999985,1.5e-05
0.898,0.999253,0.000747
0.898,0.99921,0.00079
0.898,0.999987,1.3e-05
0.898,0.99999,1.1e-05
0.898,0.999668,0.000332
0.898,0.999993,7e-06
0.898,0.99963,0.00037
0.898,0.062579,0.937421
0.898,0.999967,3.3e-05
0.898,0.820366,0.179634
0.898,0.999936,6.4e-05
0.898,0.999982,1.8e-05
0.898,0.959105,0.040895
0.898,0.999975,2.5e-05
0.898,0.985475,0.014525
0.898,0.999913,8.7e-05
0.898,0.993218,0.006782
0.898,0.999993,7e-06
0.898,0.996416,0.003584
0.898,0.999993,7e-06
0.898,0.999824,0.000176
0.898,0.99999,1e-05
0.898,0.973344,0.026656
0.898,0.999989,1.1e-05
0.898,0.997497,0.002503
0.898,0.999932,6.8e-05
0.898,0.997755,0.002245
0.898,0.999959,4.1e-05
0.898,0.994863,0.005137
0.898,0.999992,8e-06
0.898,0.999922,7.8e-05
0.898,0.89279,0.107209
0.898,0.992107,0.007893
0.898,0.999442,0.000558
0.898,0.599735,0.400265
0.898,0.999989,1.1e-05
0.898,0.998797,0.001203
0.898,0.912518,0.087482
0.898,0.998432,0.001568
0.898,0.999991,9e-06
0.898,0.997372,0.002628
0.898,0.982772,0.017228
0.898,0.934121,0.065879
0.898,0.921248,0.078752
0.898,0.999929,7.1e-05
0.898,0.999984,1.6e-05
0.898,0.61329,0.38671
0.898,0.999991,9e-06
0.898,0.996043,0.003957
0.898,0.886374,0.113626
0.898,0.998564,0.001436
0.898,0.999727,0.000273
0.898,0.999703,0.000297
0.898,0.999986,1.3e-05
0.898,0.999941,5.9e-05
0.898,0.232802,0.767198
0.898,0.999984,1.6e-05
0.898,0.999986,1.3e-05
0.898,0.988699,0.011301
0.898,0.996702,0.003298
0.898,0.998435,0.001565
0.898,0.999977,2.3e-05
0.898,0.999915,8.5e-05
0.898,0.99999,1e-05
0.898,0.914865,0.085135
0.898,0.561044,0.438956
0.898,0.999973,2.7e-05
0.898,0.964361,0.035639
0.898,0.999917,8.3e-05
0.898,0.999962,3.8e-05
0.898,0.999877,0.000123
0.898,0.999619,0.000381
0.898,0.954239,0.045761
0.898,0.997489,0.002511
0.898,0.999993,7e-06
0.898,0.999987,1.3e-05
0.898,0.998975,0.001025
0.898,0.999579,0.000421
0.898,0.993883,0.006117
0.898,0.999981,1.9e-05
0.898,0.999668,0.000332
0.898,0.999994,6e-06
0.898,0.999396,0.000604
0.898,0.999977,2.3e-05
0.898,0.98127,0.01873
0.898,0.997885,0.002115
0.898,0.999991,9e-06
0.898,0.999928,7.2e-05
0.898,0.923424,0.076576
0.898,0.999976,2.4e-05
0.898,0.999792,0.000208
0.898,0.996762,0.003238
0.905,0.99999,1.1e-05
0.905,0.999988,1.2e-05
0.905,0.630433,0.369567
0.905,0.999947,5.3e-05
0.905,0.997144,0.002856
0.905,0.938946,0.061054
0.905,0.952284,0.047716
0.905,0.999969,3.1e-05
0.905,0.999988,1.2e-05
0.905,0.931134,0.068866
0.905,0.990138,0.009862
0.905,0.999951,4.9e-05
0.905,0.999979,2.2e-05
0.905,0.99999,1e-05
0.905,0.922004,0.077996
0.905,0.985157,0.014843
0.905,0.999924,7.6e-05
0.905,0.99999,1e-05
0.905,0.997785,0.002215
0.905,0.990541,0.009459
0.905,0.131732,0.868268
0.905,0.999992,8e-06
0.905,0.999902,9.8e-05
0.905,0.999849,0.000151
0.905,0.971268,0.028732
0.905,0.997759,0.002241
0.905,0.966849,0.033151
0.905,0.99724,0.00276
0.905,0.999866,0.000134
0.905,0.999978,2.2e-05
0.905,0.712297,0.287703
0.905,0.999961,3.9e-05
0.905,0.9587,0.0413
0.905,0.995753,0.004247
0.905,0.998726,0.001274
0.905,0.999938,6.2e-05
0.905,0.953897,0.046103
0.905,0.999071,0.000929
0.905,0.999951,4.9e-05
0.905,0.999952,4.8e-05
0.905,0.999971,2.9e-05
0.905,0.999957,4.3e-05
0.905,0.99996,4e-05
0.905,0.999983,1.7e-05
0.905,0.999893,0.000107
0.905,0.766807,0.233193
0.905,0.922097,0.077903
0.905,0.996783,0.003217
0.905,0.99998,2e-05
0.905,0.740342,0.259658
0.905,0.999857,0.000143
0.905,0.999981,1.9e-05
0.905,0.999992,8e-06
0.905,0.980603,0.019397
0.905,0.999977,2.3e-05
