L_16,L_32,L_64,L_128,L_256
1.145112,1.037521,1.004813,0.977445,0.975432
1.143840,1.030082,1.003923,0.976365,0.971317
1.141237,1.035683,1.009783,0.971356,0.970852
1.145016,1.034370,1.004690,0.977629,0.973208
1.145039,1.039453,1.003405,0.975579,0.973398
1.125988,1.038447,1.007338,0.976914,0.971375
1.131196,1.041664,1.005484,0.976744,0.969639
1.146225,1.038135,1.000744,0.975803,0.973486
1.137902,1.034507,1.003879,0.971124,0.974226
1.144676,1.035950,1.002976,0.975475,0.969217
1.138102,1.038335,1.004243,0.973775,0.971176
1.143022,1.041749,1.005039,0.975974,0.970060
1.142137,1.033973,1.005883,0.977048,0.973426
1.140480,1.034963,1.006885,0.975079,0.975737
1.139379,1.041985,1.004798,0.967519,0.970777
1.141973,1.040705,1.003683,0.972006,0.971769
1.142007,1.038908,1.005698,0.976880,0.970416
1.139848,1.040873,1.004940,0.975672,0.976862
1.142859,1.035533,1.004287,0.976284,0.971866
1.146218,1.041020,1.004267,0.972495,0.972770
1.139966,1.035141,1.006180,0.971619,0.970891
1.143579,1.041822,1.005013,0.974994,0.971084
1.141542,1.039191,1.005889,0.976931,0.976002
1.139705,1.040993,1.003726,0.971372,0.973374
1.140405,1.039944,1.006884,0.973008,0.973274
1.116326,1.040537,1.005490,0.972988,0.970848
1.133480,1.033784,1.002649,0.973112,0.974933
1.124374,1.039039,1.006910,0.970382,0.976893
1.146419,1.036969,1.003346,0.973348,0.971969
1.145280,1.040574,1.002644,0.973820,0.974163
1.142944,1.040951,1.002440,0.976735,0.975634
1.137594,1.031829,1.004685,0.973202,0.968579
1.141012,1.040498,1.003155,0.976230,0.972490
1.140964,1.038614,1.008301,0.972666,0.971483
1.144896,1.039085,1.005788,0.972974,0.972153
1.140486,1.038817,1.003448,0.970147,0.970127
1.140170,1.039535,1.004768,0.970351,0.972489
1.141411,1.028877,1.005754,0.974914,0.973280
1.142987,1.040328,1.002775,0.970765,0.971027
1.142843,1.040802,1.008222,0.974430,0.971078
1.138814,1.038599,1.007146,0.971958,0.974723
1.139781,1.040214,1.003066,0.973066,0.975116
1.140942,1.036605,1.003958,0.975385,0.968344
1.141731,1.038654,1.005018,0.974993,0.972210
1.142503,1.044644,1.001767,0.976198,0.972176
1.140441,1.039840,1.007798,0.977167,0.972925
1.145650,1.038591,1.002293,0.970882,0.971384
1.143486,1.038342,1.004686,0.971312,0.969414
1.141300,1.039009,1.003109,0.973631,0.971823
1.140654,1.037971,1.005941,0.972423,0.973884
1.141124,1.028479,1.007102,0.972207,0.973958
1.145810,1.035657,1.002627,0.974625,0.973047
1.125092,1.044585,1.003710,0.975645,0.972479
1.142188,1.031641,1.008020,0.973958,0.970176
1.147905,1.036466,1.004594,0.975285,0.975122
1.139318,1.038685,1.005990,0.972302,0.973940
1.134247,1.037898,1.005740,0.976895,0.969403
1.140487,1.038362,1.004158,0.976312,0.973545
1.142707,1.038637,1.007546,0.967735,0.971575
1.143020,1.039373,1.007442,0.970845,0.969648
1.142593,1.038201,1.003676,0.973570,0.971254
1.139476,1.038598,1.002768,0.971970,0.971982
1.119720,1.040622,1.003220,0.974516,0.970296
1.135706,1.036681,1.004856,0.974432,0.970249
1.140750,1.039974,1.007560,0.973610,0.968677
1.138693,1.038993,1.006176,0.973903,0.972391
1.141373,1.039600,1.007785,0.971742,0.974872
1.143108,1.038406,1.006798,0.974056,0.971187
1.147806,1.040275,1.005131,0.967298,0.970703
1.140863,1.035997,1.007216,0.971727,0.972753
1.131482,1.040788,1.005737,0.976136,0.970708
1.137218,1.039469,1.005084,0.973902,0.971110
1.142106,1.038827,1.005266,0.969901,0.963689
1.143454,1.038488,1.004022,0.970599,0.973260
1.143883,1.033808,1.005482,0.976331,0.973597
1.141001,1.039895,1.002197,0.974835,0.973391
1.145253,1.040293,1.003765,0.971288,0.972146
1.145590,1.042330,1.003963,0.968730,0.971505
1.143480,1.040783,1.005906,0.975014,0.975869
1.140474,1.040187,1.005491,0.977166,0.970497
1.141665,1.036809,1.007401,0.971840,0.973799
1.147041,1.039274,1.003759,0.979710,0.970137
1.140871,1.039713,1.005470,0.971378,0.972275
1.138663,1.037635,1.004310,0.967169,0.970959
1.141592,1.038904,1.004459,0.976598,0.972001
1.143481,1.041372,1.006830,0.974948,0.970303
1.140712,1.039130,1.005915,0.972186,0.974564
1.139937,1.039326,0.999727,0.972366,0.971095
1.143954,1.036766,1.002822,0.972304,0.972716
1.142866,1.035345,1.005986,0.977605,0.970258
1.145744,1.041217,1.002981,0.977469,0.971832
1.138107,1.037654,1.003262,0.975086,0.973360
1.142525,1.039429,1.004771,0.973627,0.975906
1.140677,1.040037,1.007700,0.966026,0.969876
1.142630,1.040217,1.006920,0.975597,0.976541
1.136427,1.039141,1.007078,0.967882,0.972017
1.141958,1.036615,1.001953,0.977715,0.972002
1.145641,1.039927,1.003586,0.968469,0.974359
1.141401,1.039173,1.002372,0.972502,0.969137
1.145436,1.038986,1.005187,0.975963,0.973165
1.142805,1.042741,1.004824,0.971818,0.974574
1.141457,1.039044,1.005365,0.973124,0.969684
1.141426,1.036927,1.003634,0.972255,0.973269
1.139681,1.039545,1.004296,0.978176,0.974551
1.141220,1.038584,1.002269,0.973252,0.972060
1.141290,1.037730,1.007086,0.976714,0.971592
1.139473,1.037514,1.006974,0.973195,0.973463
1.133001,1.038842,1.004702,0.970124,0.974569
1.145319,1.037127,1.005451,0.974610,0.973229
1.143472,1.040461,1.006143,0.975097,0.974483
1.144052,1.039471,1.006004,0.976661,0.971096
1.139557,1.038806,1.006877,0.972643,0.973537
1.143489,1.038552,1.005828,0.973576,0.972178
1.143589,1.038081,1.002498,0.972029,0.967574
1.141584,1.043220,1.002087,0.977006,0.969215
1.137046,1.038969,1.003561,0.974970,0.973779
1.140093,1.039133,1.002477,0.976035,0.973824
1.137582,1.037857,1.004393,0.974293,0.978270
1.143333,1.036101,1.007051,0.973429,0.972728
1.144215,1.037821,1.006373,0.968268,0.971339
1.140719,1.036139,1.004100,0.975660,0.971238
1.146666,1.040775,1.004540,0.977448,0.972211
1.131604,1.040870,1.007609,0.977762,0.970755
1.133520,1.036750,1.003448,0.972967,0.971616
1.123238,1.039509,1.005549,0.971260,0.973315
1.141738,1.036594,1.003381,0.970312,0.973633
1.142690,1.040883,1.004852,0.974356,0.973885
1.145547,1.042675,1.008377,0.977009,0.971631
1.139114,1.038306,1.005604,0.972265,0.974944
1.139009,1.035145,1.005120,0.971125,0.972869
1.139998,1.041202,1.001636,0.976957,0.966487
1.143915,1.037262,1.003975,0.970936,0.972962
1.145097,1.039324,1.005178,0.975135,0.972179
1.142482,1.032294,1.004354,0.971873,0.972608
1.141627,1.035086,1.003476,0.972170,0.970000
1.139596,1.038732,1.003628,0.978802,0.972784
1.143688,1.040203,1.007868,0.972883,0.972349
1.146697,1.038096,1.006238,0.972581,0.970074
1.139106,1.039511,1.005918,0.971497,0.973242
1.146295,1.042005,1.003049,0.975631,0.976619
1.125410,1.037912,1.007471,0.973086,0.969107
1.144830,1.038383,1.002862,0.972613,0.972680
1.140662,1.040226,1.004910,0.974668,0.971658
1.140625,1.032542,1.006743,0.967523,0.972247
1.139264,1.041886,1.003811,0.977269,0.970078
1.124634,1.037437,1.006504,0.977455,0.973930
1.136336,1.039314,1.003949,0.974729,0.968354
1.146442,1.040404,1.005650,0.978005,0.973959
1.148513,1.043357,1.003570,0.975395,0.970997
1.141872,1.041792,1.000451,0.973427,0.972427
1.140315,1.036120,1.003798,0.971475,0.970455
1.137730,1.036402,1.007731,0.972853,0.969051
1.142005,1.040222,1.002719,0.970646,0.971803
1.142299,1.041298,1.005458,0.977381,0.975271
1.134590,1.037648,1.005775,0.975653,0.974655
1.143904,1.041062,1.006961,0.978035,0.971103
1.145644,1.042341,1.005634,0.976874,0.967972
1.147308,1.038807,1.004546,0.976259,0.972905
1.142855,1.032603,1.007272,0.973916,0.971064
1.144455,1.042078,1.007573,0.974059,0.971193
1.137357,1.036455,1.003304,0.974781,0.974965
1.142457,1.037428,1.005395,0.977420,0.971279
1.146873,1.042271,1.007404,0.977331,0.971123
1.139843,1.031049,1.006288,0.976373,0.970628
1.144712,1.035162,1.006334,0.971944,0.971366
1.142341,1.040879,1.006086,0.974375,0.975643
1.119581,1.043140,1.005988,0.976884,0.971648
1.150560,1.038569,1.003665,0.968606,0.973994
1.143351,1.039683,1.005760,0.975421,0.970860
1.148621,1.039592,1.006891,0.974385,0.973253
1.144921,1.042146,1.004572,0.976522,0.971911
1.135526,1.039281,1.005414,0.974606,0.973580
1.140196,1.040083,1.003002,0.975712,0.965216
1.140464,1.036996,1.003057,0.975245,0.971381
1.139834,1.041747,1.001461,0.974254,0.971436
1.118392,1.031083,1.003411,0.973952,0.970623
1.138456,1.037393,1.003957,0.972215,0.974255
1.140521,1.040766,1.001913,0.975642,0.970007
1.120756,1.028074,1.003837,0.972381,0.970109
1.133050,1.041178,1.003031,0.976212,0.977409
1.138622,1.042651,1.006314,0.975485,0.970369
1.146187,1.026709,1.005816,0.972888,0.971531
1.144746,1.031368,1.007403,0.976949,0.970058
1.142174,1.040202,1.005415,0.973138,0.965055
1.144314,1.039000,1.005028,0.975969,0.970741
1.143179,1.042095,1.010760,0.977921,0.971186
1.141873,1.039904,1.006905,0.971761,0.971029
1.124583,1.030669,1.003000,0.974935,0.968393
1.143624,1.035330,1.006572,0.977453,0.971794
1.139923,1.036278,1.008347,0.972889,0.972817
1.140894,1.040068,1.005177,0.974702,0.973870
1.147507,1.035864,1.006094,0.976540,0.970659
1.143386,1.042476,1.004559,0.974782,0.974576
1.144017,1.037808,1.005008,0.970387,0.973603
1.139219,1.029567,1.002818,0.975146,0.971284
1.144286,1.042743,1.002868,0.974056,0.971120
1.142683,1.039227,1.000064,0.976157,0.969836
1.143415,1.039649,1.006779,0.973312,0.969096
1.143970,1.040762,1.004657,0.975105,0.974524
1.141524,1.036337,1.003415,0.973553,0.969164
1.144754,1.042247,1.006078,0.972574,0.967725
1.141497,1.034891,1.002895,0.975815,0.972516
1.139978,1.038391,1.004112,0.974117,0.971310
1.144443,1.038532,1.005563,0.974899,0.974697
1.143227,1.041790,1.003243,0.971364,0.965172
1.137717,1.042880,1.003839,0.976646,0.972025
1.137960,1.041276,1.004844,0.975426,0.971905
1.141690,1.038917,1.005410,0.972457,0.970568
1.144072,1.039046,1.003663,0.976972,0.970929
1.138525,1.038823,1.002897,0.973335,0.970313
1.141141,1.039157,1.004007,0.974427,0.971068
1.145650,1.042921,1.006114,0.975104,0.969768
1.139603,1.034816,1.006917,0.976990,0.964695
1.144240,1.040571,1.003044,0.970365,0.972827
1.139253,1.039416,1.005968,0.973463,0.970587
1.139921,1.040617,1.005042,0.970537,0.971231
1.143035,1.031964,1.004207,0.971959,0.971084
1.121739,1.040708,1.007272,0.975622,0.971503
1.138207,1.042601,1.003654,0.975540,0.970956
1.141740,1.038336,1.006347,0.975856,0.975607
1.141271,1.029686,1.006357,0.975835,0.972466
1.140010,1.040041,1.004520,0.971875,0.974242
1.140043,1.037450,1.006510,0.971183,0.971315
1.144929,1.037788,1.004256,0.975944,0.970940
1.128747,1.038815,1.009009,0.977932,0.968611
1.141548,1.038936,1.004636,0.975470,0.970263
1.142509,1.040709,1.002181,0.977031,0.972576
1.144634,1.031735,1.006181,0.972600,0.971828
1.141116,1.039240,1.008140,0.976692,0.976090
1.141757,1.037864,1.006107,0.975048,0.964792
1.119943,1.034116,1.003694,0.970780,0.973249
1.119018,1.042029,1.006536,0.969474,0.969712
1.142905,1.039492,1.006653,0.976053,0.971026
1.141770,1.039735,1.004913,0.974384,0.968504
1.128122,1.037662,1.005238,0.977230,0.971948
1.142999,1.040713,1.002077,0.971578,0.971172
1.144220,1.039836,1.009201,0.977457,0.974563
1.144738,1.039103,1.006543,0.970403,0.977345
1.144931,1.040665,1.007657,0.972296,0.973762
1.142938,1.034479,1.008274,0.971325,0.972190
1.142654,1.042435,1.006362,0.974500,0.962144
1.142829,1.040780,1.007626,0.975159,0.975267
1.120111,1.037788,1.006158,0.974538,0.969037
1.143033,1.039163,1.006603,0.975475,0.972792
1.141848,1.034329,1.006424,0.972064,0.972181
1.141471,1.031396,1.005166,0.973628,0.972455
1.141640,1.042928,1.004970,0.972036,0.971439
1.140930,1.040131,1.003738,0.974982,0.973128
1.140325,1.040008,1.006824,0.974236,0.967003
1.141698,1.039344,1.005709,0.977018,0.972930
1.131238,1.039853,1.004179,0.970860,0.974539
1.137912,1.036847,1.006102,0.969809,0.973081
1.140531,1.039295,1.003851,0.975559,0.968960
1.142703,1.039654,1.003801,0.972550,0.975091
1.146860,1.039775,1.006244,0.972022,0.963994
1.141266,1.035845,1.004600,0.974325,0.968736
1.142188,1.036573,1.006390,0.972718,0.968812
1.142364,1.044097,1.008956,0.974850,0.974067
1.141257,1.036162,1.003132,0.973892,0.970693
1.143548,1.029811,1.005822,0.972811,0.972464
1.142720,1.031333,1.002770,0.974434,0.968024
1.152910,1.038351,1.004588,0.977695,0.972767
1.141031,1.038267,1.008846,0.977908,0.974578
1.144394,1.039237,1.007869,0.978769,0.968607
1.145437,1.040428,1.003719,0.975802,0.976700
1.142724,1.037364,1.002487,0.972760,0.971167
1.140498,1.033801,1.006280,0.977135,0.964123
1.139968,1.038263,1.005955,0.976140,0.971623
1.137725,1.037378,1.001416,0.974302,0.972427
1.138563,1.036696,1.003276,0.970394,0.972522
1.132623,1.038108,1.003649,0.973904,0.971824
1.139535,1.038842,1.002592,0.971837,0.972524
1.144543,1.038478,1.001198,0.971932,0.970177
1.147941,1.041400,1.003753,0.976759,0.971657
1.147114,1.039396,1.002768,0.972509,0.976391
1.146585,1.039662,1.002628,0.971037,0.972311
1.142342,1.040739,1.001378,0.972801,0.976576
1.147340,1.038548,1.004169,0.975767,0.972932
1.140887,1.033212,1.004437,0.975638,0.972648
1.142074,1.033988,1.003132,0.978710,0.974060
1.119170,1.035280,1.004212,0.977051,0.966167
1.139566,1.037023,1.002944,0.977220,0.970314
1.146369,1.038147,1.005176,0.972045,0.974117
1.140475,1.036602,1.002987,0.976051,0.976141
1.144892,1.035614,1.002569,0.974210,0.970588
1.138862,1.041398,1.004577,0.973937,0.973342
1.145778,1.043905,1.005317,0.975007,0.974000
1.124666,1.033909,1.005040,0.972971,0.971816
1.130422,1.039851,1.004985,0.974034,0.975819
1.142988,1.037927,1.007039,0.976034,0.975464
1.143929,1.039396,1.001762,0.975218,0.973044
1.145612,1.036479,1.002984,0.977811,0.972763
1.143480,1.032876,1.003667,0.972256,0.973835
1.140190,1.039630,1.003441,0.974281,0.975252
1.121143,1.038399,1.004195,0.979202,0.975074
1.141102,1.035837,1.007124,0.976607,0.970203
1.121928,1.036902,1.004307,0.977451,0.973787
1.141854,1.039261,1.002706,0.973024,0.974408
1.139744,1.038007,1.006084,0.973567,0.970577
1.141378,1.038443,1.004945,0.973220,0.972653
1.140943,1.039780,1.006523,0.976429,0.972024
1.146037,1.041145,1.007980,0.968751,0.973268
1.145968,1.039379,1.003337,0.974420,0.971701
1.135850,1.040712,1.008447,0.969562,0.970148
1.142112,1.039046,1.006461,0.976973,0.969927
1.147238,1.039623,1.006469,0.972763,0.973638
1.144476,1.038287,1.002474,0.976318,0.970036
1.132330,1.038966,1.005707,0.974310,0.972683
1.125851,1.029589,1.005434,0.973672,0.971620
1.141247,1.043212,1.003344,0.973812,0.974725
1.139879,1.044056,1.008789,0.971643,0.971447
1.141137,1.035836,1.008437,0.973955,0.968955
1.142296,1.040717,1.003712,0.976877,0.971109
1.142656,1.038294,1.005002,0.973164,0.970153
1.144325,1.037656,1.003143,0.971715,0.968891
1.140939,1.036268,1.005686,0.977754,0.974041
1.142105,1.041633,1.006540,0.971303,0.973296
1.142665,1.036370,1.003188,0.972800,0.972044
1.144673,1.043484,1.007152,0.971817,0.963909
1.147203,1.038281,1.002648,0.974695,0.970994
1.139151,1.036695,1.003536,0.975307,0.974714
1.141784,1.040243,1.005665,0.971924,0.972790
1.142636,1.037494,1.004293,0.969770,0.972295
1.144505,1.039518,1.006072,0.974633,0.969866
1.146239,1.033791,1.004780,0.972010,0.973390
1.141296,1.041294,1.002831,0.967736,0.969175
1.143916,1.035407,1.004092,0.974047,0.970895
1.140285,1.041239,1.001870,0.972748,0.970832
1.140993,1.038948,1.004632,0.969397,0.968325
1.145274,1.035512,1.007229,0.976915,0.971129
1.135967,1.038316,1.002583,0.973934,0.971440
1.144944,1.039833,1.007905,0.973180,0.971757
1.139712,1.037020,1.006368,0.972008,0.973199
1.146789,1.030949,1.007105,0.972313,0.968970
1.137881,1.037287,1.000785,0.975053,0.969645
1.144459,1.039832,1.004747,0.975444,0.974333
1.136627,1.037691,1.002786,0.972695,0.971032
1.140998,1.038767,1.008092,0.974258,0.972236
1.135655,1.038949,1.006566,0.970330,0.973027
1.140921,1.039876,1.002408,0.971277,0.973153
1.141120,1.040948,1.004677,0.976820,0.972836
1.142265,1.035426,1.005994,0.971294,0.970539
1.148296,1.038759,1.004438,0.975393,0.973905
1.139306,1.040510,1.005823,0.970661,0.970053
1.141182,1.041953,1.003856,0.974334,0.970381
1.144068,1.040277,1.004537,0.973555,0.968254
1.145032,1.038539,1.003539,0.977741,0.976117
1.137871,1.038917,1.006356,0.973083,0.971033
1.145464,1.039801,1.003955,0.974929,0.972718
1.122350,1.041245,1.006042,0.975329,0.968926
1.143393,1.040338,1.002537,0.976133,0.973562
1.137701,1.035865,1.007329,0.976141,0.972862
1.142235,1.038329,1.006365,0.975543,0.971375
1.142282,1.040421,1.005476,0.975317,0.974373
1.146784,1.040618,1.004659,0.973338,0.972662
1.142885,1.042905,1.003097,0.973023,0.972883
1.140151,1.040633,1.006097,0.973795,0.972455
1.142105,1.036867,1.004616,0.971808,0.967620
1.138106,1.042167,1.006021,0.972033,0.972231
1.142600,1.037565,1.003321,0.976081,0.970473
1.145612,1.037425,1.007370,0.971814,0.972575
1.130866,1.040088,1.005638,0.972908,0.972486
1.138329,1.039740,1.006894,0.973795,0.974593
1.139444,1.042749,1.001840,0.969741,0.971583
1.139910,1.034177,1.003270,0.975832,0.968347
1.147563,1.041419,1.008895,0.972680,0.972263
1.140411,1.039832,1.004016,0.974790,0.971373
1.119633,1.038741,1.005407,0.977149,0.976103
1.143829,1.040124,1.004202,0.970936,0.973705
1.143516,1.038208,1.006220,0.974088,0.953815
1.144907,1.041377,1.006074,0.974084,0.976576
1.147398,1.036497,1.003663,0.971286,0.972915
1.141550,1.042956,1.004655,0.972915,0.976118
1.143786,1.038483,1.004880,0.975818,0.971739
1.137123,1.039666,1.003365,0.975875,0.968241
1.140688,1.038133,1.008214,0.975357,0.970707
1.121113,1.043503,1.007429,0.972267,0.970805
1.141565,1.036549,1.007463,0.972908,0.972980
1.146439,1.040123,1.004858,0.976447,0.974542
1.147311,1.038181,1.003678,0.972377,0.968767
1.133866,1.036618,1.001743,0.975675,0.970955
1.142296,1.037379,1.004325,0.967010,0.971364
1.137725,1.032524,1.010446,0.977116,0.971657
1.143766,1.042120,1.005249,0.968597,0.972328
1.147396,1.036914,1.007436,0.975511,0.970219
1.119770,1.031094,1.005293,0.971547,0.971381
1.135152,1.041014,1.004875,0.974850,0.969385
1.144542,1.038434,1.003219,0.971308,0.948725
1.141059,1.039541,1.003552,0.973295,0.966734
1.138806,1.037136,1.005882,0.975664,0.971495
1.141106,1.040064,1.006773,0.968611,0.969442
1.142203,1.037167,1.006959,0.973693,0.969902
1.146798,1.040448,1.005325,0.972675,0.971260
1.141610,1.038322,1.004953,0.973058,0.970786
1.139700,1.039542,1.007623,0.967150,0.971421
1.140739,1.036060,1.002040,0.971265,0.970758
1.141936,1.038313,1.006451,0.975389,0.974889
1.148713,1.038074,1.004328,0.976939,0.972762
1.123063,1.037063,1.004915,0.976533,0.971832
1.145463,1.038626,1.004402,0.976432,0.969539
1.145566,1.039583,1.004501,0.974361,0.969476
1.145113,1.040348,1.006555,0.972721,0.972581
1.141616,1.040752,1.006004,0.972199,0.973392
1.146169,1.041227,1.008045,0.975350,0.970931
1.138037,1.038778,1.004759,0.969008,0.969317
1.143166,1.041495,1.006617,0.974778,0.974247
1.137621,1.043105,1.002228,0.965729,0.972260
1.142023,1.039826,1.007030,0.975181,0.971943
1.141845,1.038426,1.003754,0.974801,0.969862
1.138612,1.040700,1.007519,0.972819,0.972107
1.141101,1.035441,1.003459,0.974914,0.970692
1.146451,1.041160,1.003202,0.976175,0.967221
1.146828,1.040908,1.006915,0.972638,0.969196
1.132368,1.039760,1.007244,0.980263,0.971872
1.142318,1.039021,1.005231,0.969637,0.969273
1.141725,1.040969,1.009320,0.974721,0.972279
1.141121,1.036999,1.004547,0.971732,0.972323
1.142284,1.036537,1.004201,0.975603,0.971739
1.121919,1.035744,1.005238,0.977269,0.969632
1.145383,1.038491,1.003271,0.976837,0.967635
1.143133,1.036843,1.006672,0.972857,0.972556
1.123078,1.040685,1.005697,0.974932,0.972863
1.140602,1.040609,1.002980,0.973092,0.975093
1.139344,1.040609,1.004488,0.976016,0.972852
1.141121,1.039038,1.005463,0.973033,0.968737
1.141401,1.039281,1.004104,0.975546,0.972848
1.140378,1.039376,1.007103,0.971713,0.971350
1.142385,1.035885,1.004377,0.973670,0.972242
1.140277,1.038055,1.005449,0.975453,0.974051
1.143142,1.040219,1.006443,0.971410,0.968935
1.141749,1.038963,1.006154,0.977437,0.972143
1.141568,1.039692,1.003732,0.975823,0.970584
1.136251,1.036251,1.008048,0.976456,0.973143
1.144597,1.038422,1.004084,0.977460,0.968186
1.135049,1.038105,1.005726,0.973424,0.977783
1.136738,1.039881,1.003427,0.975496,0.971586
1.143317,1.041110,1.005422,0.977724,0.972473
1.144981,1.039303,1.002429,0.973937,0.973138
1.139872,1.037779,1.006840,0.975604,0.969946
1.145543,1.033100,1.008276,0.974490,0.973067
1.140139,1.038873,1.003758,0.974501,0.973473
1.143475,1.041719,1.008542,0.973873,0.963525
1.138710,1.041865,1.007662,0.977448,0.972010
1.140049,1.036945,1.008562,0.973782,0.971866
1.139456,1.031086,1.007381,0.976582,0.972032
